.Name,.Symbol,AverageDailyVolume,BookValue,DaysRange,DaysVolume,DividendYield,EBITDA,EPS,EPSYearGrowthEstimate,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromTwoHundreddayMovingAverage,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,Sector-Consumer Discretionary,Sector-Consumer Staples,Sector-Financials,Sector-Health Care,Sector-Industrials,Sector-Information Technology,Sector-Materials,Sector-Real Estate,Sector-Telecommunication Services,Sector-Utilities,ShortRatio
CSX Corporation,CSX,10042200,12.63,0.03131770730746496,11196759,1.55,4880000000,1.81,0.41988950276243076,46250000000,0.10557415796730352,1.79,27.36,0.013984636596415134,0.23800000000000002,4.02,23.21,19.51,4.14,0,0,0,0,1,0,0,0,0,0,2.22
Cintas Corporation,CTAS,550719,20.71,0.011937631963618637,550689,0.84,997250000,4.82,0.004149377593360981,13210000000,0.0690271235991553,2.26,26.02,0.008689296735423069,0.0803,5.95,27.69,25.92,2.52,0,0,0,0,1,0,0,0,0,0,9.00
"CenturyLink, Inc. Common Stock",CTL,8360790,24.52,0.012243285939968493,7725596,9.15,6490000000,1.16,0.8017241379310345,13910000000,0.07187993680884674,390.67,21.94,0.007109004739336511,0.0229,1.03,11.78,12.18,0.79,0,0,0,0,0,0,0,0,1,0,9.60
Cognizant Technology Solutions,CTSH,5144190,17.65,0.01279170267934304,4024874,0,2670000000,2.55,0.6862745098039216,35840000000,0.12999135695764918,1.26,23.09,0.012100259291270454,0.0552,3.28,16.13,13.70,2.61,0,0,0,0,0,1,0,0,0,0,5.54
"Citrix Systems, Inc.",CTXS,2264760,16.69,0.014321819713563578,1614284,0,1030000000,3.41,0.4868035190615836,13190000000,0.04236370200986883,1.25,24.74,0.016127091106029612,0.1318,4.98,18.14,16.64,3.80,0,0,0,0,0,1,0,0,0,0,3.97
CVS Health Corporation Common S,CVS,6866440,34.71,0.006685166498486391,6394056,2.52,13050000000,4.91,0.29735234215885953,84930000000,0.08867305751765886,1.16,16.31,0.008829465186680263,0.0012,2.28,13.66,12.57,0.47,0,1,0,0,0,0,0,0,0,0,5.58
"Dominion Resources, Inc. Common",D,2640190,23.26,0.014960020634511175,2543271,3.88,5800000000,3.44,0.18023255813953476,49040000000,0.01044622130513262,4.80,22.69,0.0012896569512508282,0.041100000000000005,3.33,21.33,19.23,4.15,0,0,0,0,0,0,0,0,0,1,7.79
"Delta Air Lines, Inc. Common St",DAL,8613450,17.78,0.018888644849549736,12522646,1.75,7810000000,5.42,0.07749077490774914,34080000000,-0.9912145837909071,-19.69,8.63,0.021304634307050208,-0.008,2.56,9.11,8.02,0.84,0,0,0,0,1,0,0,0,0,0,0.02
E.I. du Pont de Nemours and Com,DD,2874640,11.31,0.010553083280355985,2345407,1.94,5070000000,2.86,0.4020979020979021,68620000000,0.09510489510489495,3.15,27.80,0.009790209790209836,0.060599999999999994,6.95,21.57,19.79,2.76,0,0,0,0,0,0,1,0,0,0,1.75
Deere & Company Common Stock,DE,2232380,21.44,0.015343128138367171,2711428,2.21,3890000000,4.62,0.2099567099567099,35090000000,0.018225776455272458,1.11,23.88,0.013669332341454288,0.0803,5.01,22.92,19.72,1.29,0,0,0,0,1,0,0,0,0,0,6.26
Discover Financial Services Com,DFS,2243400,27.68,0.014343952891438968,3246836,1.77,0.00,5.77,0.17157712305026007,25800000000,0.20474105390306518,1.23,11.60,0.02295032462630231,0.001,2.39,11.00,9.90,3.53,0,0,1,0,0,0,0,0,0,0,2.22
Dollar General Corporation Comm,DG,2917530,19.64,0.009332579185520514,1926129,1.51,2450000000,4.43,0.10835214446952612,19650000000,0.11934389140271495,2.17,16.12,0.011029411764705843,-0.0184,3.60,16.05,14.55,0.88,1,0,0,0,0,0,0,0,0,0,2.40
Quest Diagnostics Incorporated,DGX,872735,33.80,0.011229428848015456,1679144,1.73,1420000000,4.97,0.1670020120724347,14260000000,-0.03107454017424971,2.43,20.95,0.00542110358180059,0.1367,3.06,18.93,17.95,1.87,0,0,0,1,0,0,0,0,0,0,7.70
"D.R. Horton, Inc. Common Stock",DHI,4336360,19.23,0.023729844843322214,5242004,1.20,1580000000,2.57,0.17898832684824906,12410000000,0.09431092181320366,1.24,12.87,0.01216915120170392,0.096,1.71,12.02,10.91,0.94,1,0,0,0,0,0,0,0,0,0,2.76
Danaher Corporation Common Stoc,DHR,2364880,34.27,0.013219094247246,5328644,0.66,4160000000,3.28,0.30792682926829285,57240000000,0.12411260709914318,2.22,25.13,0.011627906976744207,0.010700000000000001,2.38,20.98,19.22,3.30,0,0,0,1,0,0,0,0,0,0,3.10
Walt Disney Company (The) Commo,DIS,6040230,27.01,0.015029709891646268,7294620,1.38,16780000000,5.54,0.2184115523465704,179790000000,0.0392345333799371,2.02,20.52,0.008126529185599418,0.0848,4.24,19.11,16.84,3.28,1,0,0,0,0,0,0,0,0,0,3.12
"Discovery Communications, Inc.",DISCA,2721100,8.83,0.013374485596707838,1938124,0,2440000000,1.96,0.23979591836734704,17210000000,-0.027434842249657088,1.23,15.02,0.008916323731138709,0.0603,3.30,13.67,12.10,2.63,1,0,0,0,0,0,0,0,0,0,9.31
"Discovery Communications, Inc.",DISCK,1328500,8.83,0.012914485165794102,1148485,0,2440000000,1.96,0.23979591836734704,16920000000,-0.022687609075043635,0.98,14.77,0.01221640488656206,0.0694,3.25,13.44,11.89,2.58,1,0,0,0,0,0,0,0,0,0,2.20
DISH Network Corporation,DISH,3850900,9.97,0.014930380808589173,1822026,0.00,3170000000,3.05,-0.121311475409836,28080000000,0.24274450595537655,-13.55,19.78,0.010736453615165287,0.0106,5.98,21.94,22.51,1.84,1,0,0,0,0,0,0,0,0,0,3.36
Delphi Automotive plc Ordinary,DLPH,1958890,8.90,0.025587467362924204,2619181,1.48,2980000000,4.59,0.5642701525054465,21360000000,0.12597911227154057,0.96,17.27,0.01644908616188001,0.10779999999999999,8.61,12.12,11.04,1.24,1,0,0,0,0,0,0,0,0,0,3.40
"Digital Realty Trust, Inc. Comm",DLR,1129230,25.68,0.02143869596031185,1525191,3.28,1160000000,2.20,-0.11363636363636376,17830000000,-0.023387668320340227,1.98,50.89,0.0034549964564138946,0.11789999999999999,4.40,69.97,57.41,8.33,0,0,0,0,0,0,0,1,0,0,11.88
"Dollar Tree, Inc.",DLTR,2848130,22.82,0.013323182337266808,2245063,0,2350000000,3.78,0.33597883597883604,18850000000,0.13475447278264174,1.29,21.11,0.015353381550564649,0.0155,3.45,17.89,15.80,0.90,1,0,0,0,0,0,0,0,0,0,1.56
Dover Corporation Common Stock,DOV,1194470,25.40,0.015632879475542222,2071785,2.16,1140000000,3.70,0.16486486486486474,12560000000,0.07715582450832081,1.67,21.80,0.015885022692889716,0.0654,3.12,22.04,18.71,1.77,0,0,0,0,1,0,0,0,0,0,1.77
Dow Chemical Company (The) Comm,DOW,5973580,21.46,0.009330759330759305,4932379,2.92,8690000000,3.52,0.23863636363636376,76220000000,0.12998712998713002,2.17,17.85,0.007561132561132666,0.07200000000000001,2.90,15.32,14.41,1.57,0,0,0,0,0,0,1,0,0,0,3.35
"Dr Pepper Snapple Group, Inc Dr",DPS,1105000,11.65,0.011023782790650182,1288199,2.37,1650000000,4.54,0.1035242290748899,17990000000,0.020210268449525337,2.43,21.64,0.005103603143819635,0.07769999999999999,8.41,21.36,19.61,2.79,0,1,0,0,0,0,0,0,0,0,4.75
"Darden Restaurants, Inc. Common",DRI,1568180,15.87,0.015327946768060912,1901385,2.67,940800000,3.91,0.10741687979539649,10590000000,-0.008079847908745164,1.80,21.76,0.00938688212927774,0.1612,5.30,21.40,19.67,1.49,1,0,0,0,0,0,0,0,0,0,9.06
DTE Energy Company Common Stock,DTE,936059,50.22,0.008561808561808567,973765,3.19,2240000000,4.83,0.17391304347826075,18740000000,0.010101010101010166,3.86,21.63,0.0019240019240018835,0.0697,2.07,19.60,18.42,1.75,0,0,0,0,0,0,0,0,0,1,4.12
Duke Energy Corporation (Holdin,DUK,2987250,58.62,0.012772168835908006,2641318,4.16,10030000000,3.12,0.5480769230769231,57770000000,-0.0018245955479867515,6.98,26.47,0.0024327940639825574,0.0524,1.40,17.87,17.10,2.57,0,0,0,0,0,0,0,0,0,1,3.14
DaVita Inc. Common Stock,DVA,1155020,23.89,0.009300265721877912,792983,0,2490000000,4.29,-0.08391608391608385,13290000000,-0.010186005314437474,1.41,15.91,0.010186005314437807,0.056900000000000006,2.84,19.12,17.37,0.89,0,0,0,1,0,0,0,0,0,0,2.99
Electronic Arts Inc.,EA,2737560,11.56,0.006090928866652035,2020877,0,1240000000,4.12,0.00728155339805836,28610000000,0.03393517511420496,1.44,22.53,0.010006525995214233,0.1125,7.95,24.23,22.36,6.13,0,0,0,0,0,1,0,0,0,0,4.70
eBay Inc.,EBAY,9364270,10.71,0.020820385332504715,16587843,0,2940000000,6.94,-0.6815561959654179,34710000000,0.10316967060285887,2.17,4.62,0.0015537600994406375,0.0245,3.01,15.95,14.50,3.85,0,0,0,0,0,1,0,0,0,0,2.41
Ecolab Inc. Common Stock,ECL,947978,23.65,0.006656101426307363,1243357,1.18,2870000000,4.14,0.29710144927536253,37140000000,0.026862123613312194,2.19,30.75,0.008399366085578563,0.059000000000000004,5.34,26.52,23.71,2.80,0,0,0,0,0,0,1,0,0,0,4.49
"Consolidated Edison, Inc. Commo",ED,1627040,46.88,0.01175875584776845,1744623,3.55,3690000000,4.12,0.0315533980582523,24220000000,-0.053989126311796864,5.54,19.27,0.0006321911746112185,0.0704,1.69,19.46,18.68,2.00,0,0,0,0,0,0,0,0,0,1,6.37
"Equifax, Inc. Common Stock",EFX,741454,22.21,0.011577950921138886,668684,1.14,1120000000,4.04,0.6559405940594061,16690000000,0.041287409888589366,2.06,34.47,0.005971018714046483,0.10679999999999999,6.18,23.01,20.81,5.23,0,0,0,0,1,0,0,0,0,0,2.91
Edison International Common Sto,EIX,1747550,36.82,0.013151364764268019,1538979,2.70,3960000000,3.98,0.08040201005025116,26370000000,0.03263027295285381,4.71,20.36,-0.0009925558312654514,0.09480000000000001,2.19,19.55,18.82,2.21,0,0,0,0,0,0,0,0,0,1,2.72
"Estee Lauder Companies, Inc. (T",EL,1884110,10.36,0.00927447757689589,1312882,1.63,2200000000,2.89,0.28719723183391,31510000000,0.09356656492134308,2.79,29.71,0.0062221178680439415,0.045899999999999996,8.22,25.82,23.12,2.74,0,1,0,0,0,0,0,0,0,0,3.69
Eastman Chemical Company Common,EMN,1136830,30.94,0.01866095069978552,1388745,2.55,2109999999,5.75,0.3930434782608696,11900000000,0.09380910351784144,1.55,14.13,0.012104400453915032,0.0706,2.56,11.11,10.14,1.29,0,0,0,0,0,0,1,0,0,0,2.99
Emerson Electric Company Common,EMR,3867810,12.00,0.009491525423728851,3241887,3.21,3110000000,2.46,0.15040650406504064,38610000000,0.02915254237288134,2.73,24.28,0.015423728813559245,0.050499999999999996,4.92,23.11,21.15,2.64,0,0,0,0,1,0,0,0,0,0,0.00
"Equinix, Inc.",EQIX,601029,61.14,0.01956002389010555,539571,1.80,1500000000,1.79,3.067039106145251,28940000000,0.06661855464861643,4.45,225.09,0.008162452717499491,0.09699999999999999,6.57,84.00,55.50,7.97,0,0,0,0,0,0,0,1,0,0,2.30
Equity Residential Common Share,EQR,1913600,27.86,0.025980087118855147,2358658,3.13,1570000000,11.68,-0.8801369863013698,23570000000,0.004667081518357152,-22.74,5.50,0.008089607965152457,0.0335,2.31,50.55,45.86,9.73,0,0,0,0,0,0,0,1,0,0,4.72
Eversource Energy (D/B/A) Commo,ES,1445160,33.80,0.011371237458193975,1005698,3.23,2550000000,2.96,0.1182432432432432,19020000000,-0.002842809364548393,3.16,20.28,0.0033444816053511683,0.0799,1.77,19.06,18.14,2.48,0,0,0,0,0,0,0,0,0,1,3.33
Express Scripts Holding Company,ESRX,4356900,26.81,0.008125188083057573,8591586,0.00,7100000000,5.39,0.4118738404452691,40730000000,0.20764369545591355,0.77,12.48,0.012187782124586155,-0.0373,2.48,9.70,8.84,0.40,0,0,0,1,0,0,0,0,0,0,6.67
"Essex Property Trust, Inc. Comm",ESS,344087,94.50,0.03176355683893155,338716,3.03,898180000,6.27,-0.303030303030303,15350000000,0.019321414922077285,8.74,37.36,0.006029980041615257,0.0462,2.49,56.18,53.60,11.61,0,0,0,0,0,0,0,1,0,0,6.64
E*TRADE Financial Corporation,ETFC,3494090,22.01,0.024602026049204095,3749213,0.00,0.00,1.93,0.16062176165803121,9740000000,0.19073806078147615,1.75,18.38,0.025759768451519616,0.044500000000000005,1.57,19.37,15.83,4.42,0,0,1,0,0,0,0,0,0,0,1.19
"Eaton Corporation, PLC Ordinary",ETN,2316560,33.15,0.012999322951929503,2875186,3.24,3190000000,4.21,0.1686460807600949,33939999999,0.023155044008124737,1.72,17.93,0.01597833446174679,0.0949,2.23,16.96,15.34,1.68,0,0,0,0,1,0,0,0,0,0,3.00
Edwards Lifesciences Corporatio,EW,2188700,12.38,0.018410555385087568,2004210,0,894700000,2.61,0.47126436781609193,20820000000,0.18758310320139104,1.83,37.53,0.0111486140943029,0.0276,7.90,28.73,25.51,7.01,0,0,0,1,0,0,0,0,0,0,0.73
Exelon Corporation Common Stock,EXC,4864470,27.96,0.01855552383671135,4433549,3.66,9130000000,1.22,1.360655737704918,32890000000,0.10990579503282905,8.58,29.10,0.0048529831572938775,0.0252,1.25,13.30,12.33,1.04,0,0,0,0,0,0,0,0,0,1,4.14
Expeditors International of Was,EXPD,1103790,10.26,0.014867256637168202,1571045,1.42,716960000,2.36,0.14406779661016955,10320000000,-0.03539823008849563,3.70,24.27,0.008849557522123908,0.0647,5.51,23.00,21.21,1.67,0,0,0,0,1,0,0,0,0,0,10.01
"Expedia, Inc.",EXPE,1841560,27.54,0.014017275344749162,2207372,0.85,1070000000,1.82,2.802197802197802,20100000000,0.08137596605546293,1.08,73.70,0.007879981815426707,0.0916,4.79,24.70,19.38,2.25,1,0,0,0,0,0,0,0,0,0,5.47
Extra Space Storage Inc Common,EXR,892968,17.88,0.032061637877469844,1912709,4.13,649290000,2.91,-0.037800687285223455,9910000000,0.011557102025599786,3.82,27.16,0.0006213495712688033,0.053200000000000004,4.50,29.90,28.19,10.06,0,0,0,0,0,0,0,1,0,0,8.49
Ford Motor Company Common Stock,F,37900900,7.34,0.012345679012345729,35004998,5.23,13300000000,1.15,0.4521739130434783,45430000000,0.1578483245149913,2.45,9.94,0.012345679012345734,-0.061200000000000004,1.54,7.23,6.84,0.30,1,0,0,0,0,0,0,0,0,0,2.77
Fastenal Company,FAST,2516830,6.85,0.024267599475295134,3306532,2.49,917460000,1.75,0.15999999999999992,13140000000,0.07783121993878428,2.78,25.95,0.010494097070397723,-0.036699999999999997,6.68,24.41,22.37,3.29,0,0,0,0,1,0,0,0,0,0,9.59
"Facebook, Inc.",FB,16578600,20.51,0.009256681514476504,14398964,0,14840000000,3.49,0.9255014326647562,420410000000,0.12555679287305122,1.12,41.65,0.008908685968819663,0.1231,7.01,26.74,21.65,15.02,0,0,0,0,0,1,0,0,0,0,1.27
"Fortune Brands Home & Security,",FBHS,1212500,15.39,0.01098376313276023,1182595,1.16,774700000,2.62,0.3167938931297709,9740000000,0.055237185609678496,2.17,24.34,0.006367398917542122,0.1201,4.08,21.01,18.45,1.93,0,0,0,0,1,0,0,0,0,0,2.84
FedEx Corporation Common Stock,FDX,1803520,56.79,0.007286269430051783,1483817,0.86,7810000000,7.03,0.9345661450924607,50420000000,0.18123920552677042,1.33,26.81,0.011981865284974136,0.005,3.26,15.81,13.86,0.86,0,0,0,0,1,0,0,0,0,0,2.64
"F5 Networks, Inc.",FFIV,751941,18.44,0.01179141643474429,999605,0,610230000,5.54,0.6588447653429601,8940000000,0.046360041013622455,1.37,24.89,0.010106928372638047,-0.0073,7.40,16.56,15.01,4.38,0,0,0,0,0,1,0,0,0,0,6.73
Fidelity National Information S,FIS,1651330,29.70,0.007391251666060819,1312715,1.42,2270000000,1.72,1.7965116279069764,27390000000,0.08881618805282931,1.45,48.36,0.007270083605961375,0.0599,2.78,19.56,17.32,2.94,0,0,0,0,0,1,0,0,0,0,2.66
"Fiserv, Inc.",FISV,947562,11.79,0.00920608108108111,962828,0,1720000000,4.15,0.38072289156626504,25630000000,-0.04096283783783794,1.86,28.78,0.010050675675675746,0.1018,10.04,23.37,20.84,4.61,0,0,0,0,0,1,0,0,0,0,3.11
Fifth Third Bancorp,FITB,6167390,19.82,0.017465475223395602,7281021,2.21,0.00,1.93,0.0362694300518136,19020000000,0.11413484971567822,2.90,13.12,0.02965069049553204,0.0019,1.24,14.23,12.66,3.18,0,0,1,0,0,0,0,0,0,0,3.53
"Foot Locker, Inc.",FL,1957490,20.61,0.013317510548523273,1524308,1.67,1160000000,4.91,0.18329938900203646,10030000000,0.09375,1.57,15.56,0.011471518987341556,0.0642,3.68,14.31,13.15,1.28,1,0,0,0,0,0,0,0,0,0,4.08
"FLIR Systems, Inc.",FLIR,732562,12.31,0.020071487489689416,566966,1.65,354660000,1.20,0.7249999999999999,5080000000,0.06433874072037393,1.25,31.03,0.013197690404179285,0.06570000000000001,2.95,20.35,17.99,2.98,0,0,0,0,0,1,0,0,0,0,0.96
Fluor Corporation Common Stock,FLR,1232220,22.44,0.012257809410834273,985468,1.62,888160000,2.00,0.635,7180000000,0.14432582048240428,1.10,25.75,0.019770660340055368,-0.0294,2.25,17.70,15.75,0.37,0,0,0,0,1,0,0,0,0,0,2.87
Flowserve Corporation Common St,FLS,1533340,12.70,0.017057131113851178,669363,1.58,477920000,1.11,1.0180180180180178,6440000000,0.04069050554870546,1.85,44.46,0.017262638717632672,0.0397,3.83,28.20,22.03,1.59,0,0,0,0,1,0,0,0,0,0,4.81
FMC Corporation Common Stock,FMC,1734250,14.64,0.015274528691344425,1429182,0.94,714400000,1.56,1.4615384615384612,9850000000,0.048438145039218394,1.96,47.30,0.007981285262143922,0.2645,4.96,21.60,19.18,2.96,0,0,0,0,0,0,1,0,0,0,2.41
"Twenty-First Century Fox, Inc.",FOX,2447480,7.75,0.030774321641297148,3145424,1.18,6950000000,1.64,0.27439024390243905,55060000000,0.15817339510258122,1.40,18.13,0.009265387160820593,0.0387,3.90,15.41,14.23,1.99,1,0,0,0,0,0,0,0,0,0,2.33
"Twenty-First Century Fox, Inc.",FOXA,7339100,7.75,0.03159609120521169,9132305,1.16,6950000000,1.64,0.2682926829268293,56170000000,0.11628664495114016,1.21,18.49,0.01335504885993477,0.0472,3.96,15.89,14.59,2.02,1,0,0,0,0,0,0,0,0,0,3.10
Federal Realty Investment Trust,FRT,452386,27.32,0.032971067704508805,483336,2.93,512830000,3.50,-0.02285714285714291,9640000000,0.10016155088852985,8.55,38.21,0.004479365545601244,-0.0414,4.99,41.67,39.11,12.25,0,0,0,0,0,0,0,1,0,0,4.08
Fortive Corporation Common Stoc,FTV,1465380,7.77,0.014330944842526236,1269327,0.46,1440000000,2.51,0.16733067729083673,21250000000,0.028661889685052566,3.91,24.47,0.012997833694384342,0.1118,7.72,22.84,20.97,3.33,0,0,0,0,1,0,0,0,0,0,1.26
General Dynamics Corporation Co,GD,1311420,36.43,0.011008785857944388,1561395,1.79,4760000000,9.52,0.1113445378151261,57820000000,0.07473271938181436,2.45,20.15,0.012914152641050114,0.09269999999999999,5.19,19.68,18.14,1.82,0,0,0,0,1,0,0,0,0,0,2.58
General Electric Company Common,GE,29612900,8.67,0.014890016920473816,48069967,3.17,17140000000,0.89,1.1348314606741572,257820000000,0.11438240270727573,1.47,33.09,0.010152284263959421,-0.0223,3.41,18.13,15.55,2.14,0,0,0,0,1,0,0,0,0,0,2.96
GGP Inc. Common Stock,GGP,5062830,9.50,0.0429000429000429,9617625,3.73,1860000000,1.34,-0.4850746268656717,19930000000,0.2428142428142428,7.57,16.83,0.009867009867009946,-0.09029999999999999,2.45,36.97,32.68,7.93,0,0,0,0,0,0,0,1,0,0,6.01
"Gilead Sciences, Inc.",GILD,9757840,14.42,0.011830729561656319,1737096,3.10,19220000000,9.94,-0.24044265593561365,86590000000,0.19702715000758375,-1.70,6.66,0.008342181101167911,-0.076,4.57,8.03,8.77,2.84,0,0,0,1,0,0,0,0,0,0,1.35
"General Mills, Inc. Common Stoc",GIS,3214200,7.05,0.006582366187424261,2531772,3.28,3410000000,2.70,0.19999999999999996,33500000000,0.05231248917373987,2.93,21.54,0.005196604884808664,-0.0492,8.19,19.00,17.94,2.11,0,1,0,0,0,0,0,0,0,0,3.14
Corning Incorporated Common Sto,GLW,6501120,16.84,0.013323464100666153,9714207,2.29,2560000000,3.23,-0.43034055727554177,25540000000,0.0018504811250925624,1.80,8.52,0.013323464100666094,0.08349999999999999,1.60,16.28,14.96,2.67,0,0,0,0,0,1,0,0,0,0,3.31
General Motors Company Common S,GM,15111400,29.22,0.01540740740740729,12953406,4.46,19680000000,6.00,0.016666666666666607,50800000000,0.1837037037037037,-1.20,5.65,0.009185185185185185,-0.030600000000000002,1.15,5.65,5.56,0.30,1,0,0,0,0,0,0,0,0,0,3.33
Alphabet Inc.,GOOG,1451230,201.12,0.01611736382072846,1371727,0,29860000000,27.88,0.40494978479196564,596530000000,0.12878473416430447,1.33,30.95,0.009499638278442468,0.07429999999999999,4.19,25.94,22.03,6.46,0,0,0,0,0,1,0,0,0,0,2.03
Alphabet Inc.,GOOGL,1526500,201.12,0.01612433785435709,1696483,0,29860000000,27.88,0.4092539454806312,607710000000,0.1408114558472553,1.36,31.53,0.011048373013563095,0.0665,4.27,26.37,22.37,6.58,0,0,0,0,0,1,0,0,0,0,2.50
Genuine Parts Company Common St,GPC,722940,21.73,0.0140693803028676,938166,2.91,1220000000,4.62,0.14069264069264054,13870000000,0.0489743314359361,2.55,20.26,0.00923638706905816,-0.0168,4.29,19.54,17.76,0.89,1,0,0,0,0,0,0,0,0,0,2.58
"Gap, Inc. (The) Common Stock",GPS,5505290,7.28,0.02225693088637252,6928165,3.62,2029999999,1.69,0.2071005917159765,10340000000,-0.014837953924248248,1.90,15.31,0.011323701679031517,0.044500000000000005,3.52,13.00,12.68,0.66,1,0,0,0,0,0,0,0,0,0,5.72
Garmin Ltd.,GRMN,1313240,18.13,0.01061061061061049,1130818,4.06,710250000,2.70,0.007407407407407307,9480000000,0.009009009009008917,18.67,18.63,0.008808808808808744,0.0049,2.76,18.98,18.49,3.12,1,0,0,0,0,0,0,0,0,0,9.99
"Goldman Sachs Group, Inc. (The)",GS,3900660,182.46,0.02079682744627866,5351921,1.19,0.00,18.80,0.12872340425531914,91360000000,0.1412893110762703,0.93,11.87,0.019920686156967626,0.0021,1.19,11.66,10.52,2.75,0,0,1,0,0,0,0,0,0,0,1.42
The Goodyear Tire & Rubber Comp,GT,2966540,17.91,0.009618104667609715,1558754,1.12,2510000000,4.74,0.06540084388185652,9040000000,0.06449787835926446,1.38,7.58,0.01555869872701554,0.0983,1.97,9.07,7.11,0.59,1,0,0,0,0,0,0,0,0,0,6.64
"W.W. Grainger, Inc. Common Stoc",GWW,812440,32.81,0.03745836535997951,1528613,2.49,1440000000,9.80,0.17142857142857149,11210000000,0.06712785037150915,2.98,19.59,0.013015629003330753,-0.1764,5.95,18.09,16.72,1.12,0,0,0,0,1,0,0,0,0,0,12.81
"Hasbro, Inc.",HAS,1506540,14.96,0.04644381963969586,5714965,2.37,975380000,4.34,0.17050691244239635,12640000000,0.04134124752681445,3.82,23.43,0.065083827970426,0.1494,6.42,21.41,20.02,2.38,1,0,0,0,0,0,0,0,0,0,4.87
Huntington Bancshares Incorpora,HBAN,11111600,8.61,0.014285714285714263,11841276,2.52,0.00,0.67,0.6417910447761195,14120000000,0.1626984126984128,1.28,19.27,0.02539682539682553,0.022799999999999997,1.46,13.97,11.81,3.82,0,0,1,0,0,0,0,0,0,0,2.82
Hanesbrands Inc. Common Stock,HBI,6440800,3.23,0.024896265560165935,4084968,2.90,1010000000,1.41,0.5106382978723405,8250000000,0.2083909635776855,1.10,15.49,0.015214384508990264,-0.0269,6.71,11.06,10.23,1.36,1,0,0,0,0,0,0,0,0,0,6.27
Welltower Inc. Common Stock,HCN,1944680,38.06,0.03406623235613451,2757785,4.89,2109999999,2.81,-0.3202846975088969,26280000000,-0.03637350705754627,14.36,25.80,0.002578718783930567,0.0757,1.94,40.95,37.95,6.39,0,0,0,0,0,0,0,1,0,0,7.86
"HCP, Inc. Common Stock",HCP,4228530,11.85,0.036923076923076795,5106657,4.55,1280000000,1.34,-0.30597014925373134,14990000000,-0.019384615384615334,15.30,23.91,0.0009230769230770264,0.0426,2.74,37.66,34.42,7.15,0,0,0,0,0,0,0,1,0,0,3.95
"Home Depot, Inc. (The) Common S",HD,3885200,3.60,0.00806666666666672,5076437,2.39,15400000000,6.45,0.2573643410852713,182710000000,0.043533333333333424,1.78,23.55,0.007200000000000095,0.11199999999999999,41.64,21.13,18.73,1.91,1,0,0,0,0,0,0,0,0,0,2.44
Hartford Financial Services Gro,HIG,2927670,45.20,0.013747884940778311,7786562,1.91,1480000000,2.27,0.9867841409691629,17530000000,0.11400169204737742,1.21,20.86,0.012690355329949332,0.0012,1.05,11.41,10.50,0.96,0,0,1,0,0,0,0,0,0,0,1.50
"Harley-Davidson, Inc. Common St",HOG,2214560,11.33,0.015230245475721221,3268400,2.37,1180000000,3.51,0.18233618233618243,9910000000,0.04963268231499729,1.62,16.06,0.012184196380576884,-0.030600000000000002,4.93,14.94,13.57,1.71,1,0,0,0,0,0,0,0,0,0,6.47
"Hologic, Inc.",HOLX,2284930,8.02,0.015011547344110823,3780222,0,1040000000,1.17,0.9059829059829061,12350000000,0.08637413394919169,2.39,37.80,0.012933025404157084,0.1063,5.40,22.34,19.83,4.21,0,0,0,1,0,0,0,0,0,0,2.09
Honeywell International Inc. Co,HON,2822380,25.46,0.018807050676739177,5569499,2.14,7710000000,6.20,0.23709677419354835,98800000000,0.06192949323260932,2.59,20.93,0.009993704752911503,0.09949999999999999,4.99,18.44,16.92,2.46,0,0,0,0,1,0,0,0,0,0,2.54
Hewlett Packard Enterprise Comp,HPE,12083800,18.94,0.0187431091510474,14046458,1.43,7800000000,1.84,-0.26086956521739124,30570000000,0.12899669239250278,-1.01,10.00,0.006063947078279952,-0.1822,0.96,12.54,13.56,0.62,0,0,0,0,0,1,0,0,0,0,2.19
Hormel Foods Corporation Common,HRL,2324550,8.65,0.0060536177572787795,1476346,1.97,1410000000,1.65,0.054545454545454675,18480000000,0.14038627846641694,2.09,21.18,0.006053617757278751,-0.022000000000000002,4.01,20.92,20.08,1.93,0,1,0,0,0,0,0,0,0,0,9.89
Harris Corporation Common Stock,HRS,819067,25.40,0.007345606239231,646714,1.92,1580000000,5.28,0.1609848484848484,13900000000,0.07916931168948937,0.47,21.15,0.011426498594359291,0.07730000000000001,4.34,20.05,18.22,1.86,0,0,0,0,0,1,0,0,0,0,3.79
"Henry Schein, Inc.",HSIC,453548,35.18,0.010052941526381521,339872,0,987240000,6.19,0.29402261712439404,13450000000,0.06430313485217987,2.36,27.43,0.01112366902623263,0.0571,4.78,23.42,21.20,1.15,0,0,0,1,0,0,0,0,0,0,5.04
"Host Hotels & Resorts, Inc. Com",HST,8150930,9.48,0.01487778958554735,7469271,4.35,1420000000,1.02,-0.32352941176470595,14050000000,0.015940488841657885,1.00,18.63,0.011689691817215575,0.0742,1.99,28.36,27.54,2.55,0,0,0,0,0,0,0,1,0,0,8.01
The Hershey Company Common Stoc,HSY,1046790,3.70,0.009124767225325922,864822,2.27,1620000000,3.34,0.5568862275449102,23030000000,0.04338919925512097,2.61,32.47,0.0022346368715082665,0.046799999999999994,29.01,22.69,20.85,3.07,0,1,0,0,0,0,0,0,0,0,2.16
