.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
Campbell Soup Company,CPB,1672860,4.83,2.36,1570000000.0,3.07,0.52,3.22,1.61,61.77,18220000000.0,-0.01253551729901392,3.81,37.10,0.0018385425371887365,-0.0361,0.0253,-0.12300000000000001,0.1322,12.38,19.39,18.49,2.31,6.05,1,58.07,1472145
Salesforce.com Inc,CRM,5038330,9.77,0,534220000.0,1.29,0.31,1.68,0.29,79.72,57280000000.0,0.1583403895004234,2.29,278.71,-0.008104511914842183,0.031400000000000004,0.0962,-0.0268,0.2377,8.46,63.74,48.94,7.28,3.46,1,75.01,6223579
"Cisco Systems, Inc.",CSCO,21404000,12.74,3.37,14670000000.0,2.38,0.62,2.50,1.94,31.99,171720000000.0,0.02093631869729573,1.43,17.68,0.0008723466123874424,0.0719,0.10529999999999999,-0.006999999999999999,0.3286,2.70,14.41,13.72,3.55,1.98,0,31.02,14206428
CSRA Inc.,CSRA,1225180,1.87,1.32,745570000.0,2.01,0.48,2.05,1.18,31.24,4880000000.0,0.19057104913678624,1.50,25.27,-0.0036520584329349237,-0.0416,0.0263,-0.1073,0.364,16.15,14.90,14.60,0.98,3.04,1,29.17,890619
CSX Corporation,CSX,12061000,12.58,1.46,4690000000.0,2.01,0.53,2.27,1.81,46.79,45840000000.0,-0.007413509060955503,2.48,27.35,-0.0008237232289950436,0.0575,0.37670000000000003,-0.0062,1.0312000000000001,3.86,24.62,21.80,4.06,1.28,0,35.94,11631146
Cintas Corporation,CTAS,631646,19.29,0.89,983280000.0,4.61,1.14,4.91,4.80,116.60,12440000000.0,0.05221866036780831,2.49,24.68,0.0009279568078286449,0.015600000000000001,0.0369,-0.0311,0.3791,6.14,25.69,24.12,2.45,8.21,0,114.20,421959
"CenturyLink, Inc.",CTL,7378210,24.52,8.99,6490000000.0,2.15,0.55,2.06,1.16,24.95,12830000000.0,0.16064598385040374,364.67,20.24,0.004249893752656053,-0.058899999999999994,-0.0941,-0.2981,0.0271,0.96,10.92,11.40,0.74,10.64,1,25.92,8419064
Cognizant Technology Solutions,CTSH,5391450,17.67,0,2660000000.0,3.65,0.90,4.28,2.55,56.83,36350000000.0,0.08027256107694858,1.31,23.48,-0.003656307129798919,0.0536,0.087,-0.053,0.3178,3.40,16.41,13.99,2.71,1.34,0,55.09,5101464
"Citrix Systems, Inc.",CTXS,2096660,16.69,0,1030000000.0,4.65,1.10,5.08,3.41,76.80,12500000000.0,0.05760746249842441,1.43,23.45,0.002269002899281558,0.040999999999999995,0.1255,-0.014199999999999999,0.3588,4.75,17.19,15.74,3.63,3.98,0,71.04,1296239
CVS Health Corporation,CVS,7211030,34.71,2.48,13050000000.0,5.86,1.32,6.38,4.91,79.65,85960000000.0,0.06293792255685315,1.33,16.50,0.002089735709895457,0.0172,-0.029300000000000003,-0.24050000000000002,0.1691,2.34,13.83,12.70,0.49,5.96,1,83.47,5701325
"Dominion Resources, Inc.",D,2649130,23.29,3.96,5480000000.0,3.68,0.74,4.06,3.44,74.75,48010000000.0,-0.0036260036260036266,4.76,22.26,-0.00038850038850035684,0.024300000000000002,0.0279,-0.0305,0.1142,3.32,20.80,18.86,4.13,8.37,1,74.48,2956027
"Delta Air Lines, Inc.",DAL,7725790,16.88,1.59,8240000000.0,5.31,1.61,5.85,5.79,49.68,36490000000.0,-0.9919935948759008,-21.80,8.66,0.0010008006405124448,0.009000000000000001,0.115,-0.049800000000000004,0.5377000000000001,2.96,9.62,8.57,0.92,1.85,1,44.96,11176970
E.I. du Pont de Nemours and Com,DD,2624990,11.31,1.91,5070000000.0,3.68,1.31,4.02,2.86,76.82,68820000000.0,0.05355575065847229,3.19,27.88,0.002132196162046851,0.0362,0.10550000000000001,-0.0131,0.3024,7.05,21.63,19.80,2.80,2.55,1,72.00,1845195
Deere & Company,DE,2564970,21.44,2.16,3890000000.0,4.77,1.47,5.53,4.62,108.31,35280000000.0,-0.010224575497535193,1.14,24.01,-0.0010954902318788262,0.0233,0.15789999999999998,-0.012,0.47950000000000004,5.11,23.23,20.04,1.31,8.26,1,95.71,1886960
Discover Financial Services,DFS,2461510,27.68,1.66,0.00,6.07,1.50,6.78,5.77,70.12,27530000000.0,0.12637207993245148,1.36,12.37,-0.00014072614691817975,0.0183,0.10890000000000001,-0.0394,0.5032,2.57,11.76,10.53,3.78,1.71,1,64.39,2456334
Dollar General Corporation,DG,2707470,19.41,1.36,2370000000.0,4.39,1.05,4.69,4.26,74.17,20200000000.0,0.07978938841636296,1.90,17.15,-0.007965438099095334,-0.0141,-0.0138,-0.24530000000000002,0.09949999999999999,3.82,16.66,15.59,0.96,2.70,1,74.14,3040775
Quest Diagnostics Incorporated,DGX,886787,33.78,1.83,1410000000.0,5.47,1.44,5.78,4.51,94.01,13550000000.0,-0.05423832298768694,2.18,21.84,0.0002035209117738912,0.048,0.1204,-0.0023,0.46259999999999996,2.91,18.01,17.04,1.80,4.26,1,87.93,510090
"D.R. Horton, Inc.",DHI,4601550,18.70,1.23,1520000000.0,2.74,0.74,2.99,2.49,30.38,12150000000.0,0.0621347277760691,1.29,13.08,-0.0036911719470931192,0.07139999999999999,0.0992,-0.0582,0.21960000000000002,1.74,11.88,10.89,0.96,2.08,1,29.61,4309144
Danaher Corporation,DHR,2727290,33.23,0.64,4120000000.0,3.95,0.98,4.29,3.65,83.35,60200000000.0,0.05299007157700286,2.31,23.78,0.0005772338951743894,0.0418,0.0875,-0.0087,0.297,2.61,21.98,20.24,3.56,2.09,1,79.84,2193382
Walt Disney Company (The),DIS,7472470,27.01,1.42,16780000000.000002,5.94,1.69,6.73,5.54,109.53,175900000000.0,0.05515869427615505,1.96,20.08,-0.002260602224432584,0.015600000000000001,0.1099,-0.0067,0.2316,4.10,18.73,16.53,3.17,2.16,1,100.23,5843886
"Discovery Communications, Inc.",DISCA,2829340,8.83,0,2440000000.0,2.16,0.67,2.43,1.96,28.34,16320000000.0,-0.010881010881010789,1.19,14.25,-0.0003510003510003301,-0.0158,0.0296,-0.0675,0.1788,3.23,12.91,11.48,2.57,7.79,0,27.09,3517790
"Discovery Communications, Inc.",DISCK,1294250,8.83,0,2440000000.0,2.16,0.67,2.43,1.96,27.65,15920000000.0,0.02422270426608808,0.94,13.90,0.0018076644974693856,-0.0163,0.032400000000000005,-0.0643,0.2127,3.13,12.59,11.19,2.49,2.24,0,26.35,1065925
Delphi Automotive plc Ordinary,DLPH,2059230,8.90,1.52,2980000000.0,6.53,1.69,7.16,4.59,73.86,20800000000.0,0.09122625662230255,0.97,16.81,-0.0015505879312572857,0.0449,0.1127,-0.012,0.3298,8.70,11.82,10.78,1.25,2.76,1,69.36,1256898
"Digital Realty Trust, Inc.",DLR,1352270,25.68,3.26,1180000000.0,1.55,0.39,1.98,2.20,106.27,17230000000.0,0.01527570789865873,1.94,49.24,-0.0016766020864380504,0.0194,0.1052,-0.0431,0.33030000000000004,4.18,69.89,54.71,7.91,13.19,1,98.02,798944
"Dollar Tree, Inc.",DLTR,2880120,21.39,0,2270000000.0,4.46,0.91,5.05,3.40,77.38,18210000000.0,0.1526884486750708,1.04,22.68,-0.0034731155132492475,-0.0032,-0.042300000000000004,-0.22820000000000001,0.06309999999999999,3.63,17.29,15.27,0.90,2.77,0,80.54,2899791
Dover Corporation,DOV,1106440,24.45,2.15,1120000000.0,3.57,0.92,4.25,3.25,79.45,12500000000.0,0.027570789865871914,1.88,24.74,0.0,0.0118,0.08869999999999999,-0.0263,0.36460000000000004,3.29,22.52,18.92,1.84,1.86,1,73.84,583484
Dow Chemical Company (The),DOW,6235640,21.46,2.96,8690000000.0,4.09,1.06,4.35,3.52,60.65,76750000000.0,0.0696132596685084,2.22,17.97,0.0015785319652723562,0.0429,0.1277,-0.0171,0.33149999999999996,2.95,15.47,14.54,1.60,2.09,1,56.10,3572149
"Dr Pepper Snapple Group, Inc Dr",DPS,1265050,11.65,2.48,1650000000.0,4.57,1.28,4.97,4.54,92.35,17380000000.0,0.02187698161065299,2.38,20.91,0.009511731135066537,0.0278,0.0529,-0.0394,0.171,8.12,20.77,19.10,2.69,5.78,1,90.14,1617147
"Darden Restaurants, Inc.",DRI,1508100,14.93,2.99,930200000.0,3.94,1.15,4.32,3.41,74.20,9330000000.0,0.017357890552537558,1.49,22.00,-0.0009275208692194337,0.0123,0.08810000000000001,-0.054400000000000004,0.26239999999999997,5.06,19.06,17.39,1.34,8.27,1,69.03,696579
DTE Energy Company,DTE,952085,50.22,3.27,2240000000.0,5.34,1.03,5.68,4.83,98.81,18150000000.0,0.010931652550718818,3.76,20.94,0.0009848335631277294,0.023399999999999997,0.0572,-0.0095,0.1984,2.02,18.94,17.80,1.71,3.89,1,95.66,1069230
Duke Energy Corporation (Holdin,DUK,3118640,58.62,4.14,10030000000.0,4.62,1.03,4.83,3.12,78.63,57300000000.0,-0.02258377853326854,6.63,26.25,-0.002671199611461894,0.0417,0.048799999999999996,-0.0666,0.1323,1.41,17.73,16.96,2.57,3.07,1,78.10,2856184
DaVita Inc.,DVA,1435590,23.89,0,2500000000.0,3.58,0.92,3.93,4.29,65.66,13620000000.0,-0.05415059294184876,1.45,16.32,-0.004000571510215711,0.066,0.0951,-0.11130000000000001,0.2844,2.93,19.55,17.81,0.92,4.65,1,63.92,881260
Electronic Arts Inc.,EA,2744940,11.56,0,1240000000.0,3.83,0.20,4.17,4.12,84.01,26890000000.0,0.08470290771175715,1.40,21.18,-0.0006895759108148658,0.0385,0.0679,-0.0118,0.4278,7.53,22.78,20.92,5.80,3.48,0,81.69,1190567
eBay Inc.,EBAY,10132300,9.69,0,3010000000.0,2.01,0.47,2.22,6.35,32.53,36680000000.0,0.014744913005013238,2.30,5.31,-0.0014744913005012572,0.037200000000000004,0.094,-0.02,0.513,3.50,16.79,15.20,4.11,1.45,0,30.84,6555859
Ecolab Inc.,ECL,959513,23.65,1.18,2870000000.0,4.80,1.16,5.35,4.14,121.75,36540000000.0,-0.002078503477496274,2.18,30.25,-0.0012790790630745619,0.0288,0.050499999999999996,-0.0073,0.2234,5.29,26.09,23.41,2.77,3.98,1,119.23,909341
"Consolidated Edison, Inc.",ED,1597090,46.88,3.58,3690000000.0,4.08,0.64,4.27,4.12,74.46,23390000000.0,-0.057261303277626685,5.39,18.61,0.001554605518849561,0.0296,0.0393,-0.0636,0.115,1.65,18.79,17.96,1.95,6.57,1,73.77,1526816
"Equifax, Inc.",EFX,841426,22.21,1.17,1120000000.0,6.04,1.58,6.68,4.04,124.47,15920000000.0,0.0571063125423219,2.00,32.87,0.001354299902189604,0.0669,0.0616,-0.0304,0.26890000000000003,5.98,21.99,19.88,5.07,4.43,1,125.09,550601
Edison International,EIX,1781660,36.82,2.73,3960000000.0,4.12,1.03,4.30,3.98,74.68,25900000000.0,-0.005630630630630629,3.40,19.99,-0.0007507507507508171,0.0644,0.0987,-0.0139,0.1794,2.17,19.29,18.49,2.19,4.11,1,72.35,1821319
"Estee Lauder Companies, Inc. (T",EL,2161380,10.36,1.64,2200000000.0,3.33,0.54,3.72,2.89,82.14,30390000000.0,0.09044862518089736,2.71,28.66,-0.001567776169802193,0.009899999999999999,-0.0039000000000000003,-0.1491,0.1016,8.00,24.91,22.30,2.67,3.06,1,83.27,1372517
Eastman Chemical Company,EMN,1265070,30.26,2.50,2029999999.9999998,7.29,1.91,7.97,5.84,78.93,11770000000.0,0.084431062601932,1.68,13.76,0.0011290929619871548,0.0179,0.10490000000000001,-0.0213,0.2815,2.63,11.02,10.08,1.30,1.78,1,72.72,1139485
Emerson Electric Company,EMR,3810800,12.00,3.15,3110000000.0,2.57,0.67,2.81,2.46,60.46,38940000000.0,-0.00016580998176096706,2.81,24.49,0.010114408887414994,-0.0014000000000000002,0.0907,-0.062,0.24600000000000002,5.03,23.49,21.48,2.70,2.65,1,55.35,2335536
"Equinix, Inc.",EQIX,519803,61.15,1.92,1500000000.0,4.57,1.09,6.84,1.79,380.30,26820000000.0,0.11608939446784539,4.35,209.30,-0.0041585061572720905,-0.0121,0.0383,-0.0393,0.2776,6.09,82.21,54.93,7.37,4.93,0,361.83,331500
Equity Residential  of Benefici,EQR,2159120,27.86,3.19,1570000000.0,1.30,0.32,1.38,11.68,62.03,22880000000.0,0.02086626620297194,-21.82,5.34,-0.004268099905153311,0.004699999999999999,-0.0034999999999999996,-0.1745,0.0693,2.27,47.94,45.16,9.57,3.55,1,62.54,2087114
Eversource Energy (D/B/A),ES,1364850,33.80,3.24,2550000000.0,3.15,0.68,3.31,2.96,56.16,18470000000.0,-0.0010240655401946297,3.09,19.69,-0.0018774534903568396,0.0377,0.0687,-0.035699999999999996,0.1527,1.73,18.50,17.61,2.43,2.89,1,54.53,1674099
Express Scripts Holding Company,ESRX,4195750,26.81,0.00,7100000000.0,6.93,1.71,7.62,5.39,69.96,43360000000.0,0.12103946637020568,0.81,13.28,0.0018065591995555241,0.0232,0.0024,-0.10550000000000001,0.1105,2.68,10.33,9.39,0.43,5.16,0,71.41,2850724
"Essex Property Trust, Inc.",ESS,383854,94.50,3.01,898180000.0,4.17,1.01,4.42,6.27,227.84,15110000000.0,0.03240700785362893,8.62,36.77,-0.0024596530594632737,0.011899999999999999,0.037599999999999995,-0.029300000000000003,0.1527,2.45,55.29,52.16,11.42,5.40,1,222.19,218062
E*TRADE Financial Corporation,ETFC,3430780,21.407,0.000,0.00,1.880,0.470,2.300,1.980,36.402,9740000000.0,0.18898087353696824,1.700,17.917,-0.0068512703397088925,-0.02545,0.10611000000000001,-0.0812,0.64847,1.636,18.870,15.424,4.609,1.060,0,32.072,3394204
"Eaton Corporation, PLC Ordinary",ETN,2214560,33.15,3.28,3190000000.0,4.43,1.13,4.91,4.21,70.73,32350000000.0,0.01372902510054086,1.72,17.09,0.0016641242546111545,0.0169,0.0741,-0.026099999999999998,0.3247,2.18,16.24,14.65,1.64,2.96,1,66.97,2024927
Envision Healthcare Corporation,EVHC,1471540,41.91,0,736150000.0,1.40,1.08,5.03,3.24,68.93,3640000000.0,-0.3803969095591577,1.42,20.90,0.0006059687926069923,-0.0176,0.5956,-0.0942,2.6719,1.58,15.57,13.46,1.18,6.18,1,42.44,2359457
Edwards Lifesciences Corporatio,EW,2373100,12.38,0,894700000.0,3.41,0.87,3.86,2.61,93.42,19640000000.0,0.23564695801199664,1.69,35.42,-0.009211653813196219,-0.0105,-0.08449999999999999,-0.2407,0.13949999999999999,7.54,27.11,23.95,6.69,1.45,1,100.97,1978161
Exelon Corporation,EXC,5775480,27.96,3.63,9130000000.0,2.67,0.63,2.87,1.22,35.68,33650000000.0,0.061230093355299164,9.96,29.77,-0.00027457440966516256,0.0179,0.062400000000000004,-0.0366,0.218,1.30,13.60,12.66,1.08,2.80,1,34.19,3186531
Expeditors International of Was,EXPD,1283490,10.26,1.42,716960000.0,2.50,0.63,2.72,2.36,54.44,10180000000.0,-0.03451919690031702,4.35,23.94,0.0008805917576610867,0.0379,0.0754,-0.0148,0.2267,5.54,22.60,20.77,1.68,9.68,0,52.54,815790
"Expedia, Inc.",EXPE,1993090,27.54,0.94,1070000000.0000001,5.41,0.96,6.92,1.82,120.42,17990000000.0,0.18541876892028242,0.91,66.00,0.007988563740329635,-0.0025,0.0103,-0.10060000000000001,0.2437,4.32,22.20,17.36,2.03,6.22,0,118.89,1700165
Extra Space Storage Inc,EXR,944057,17.83,3.91,640600000.0,2.45,0.61,2.63,2.91,75.13,9950000000.0,0.018257365902795364,4.05,27.18,-0.0059179048098715326,0.0525,0.044000000000000004,-0.1659,0.16140000000000002,4.45,32.28,30.07,9.95,7.02,1,75.74,652618
Ford Motor Company,F,35092600,7.34,4.73,13300000000.0,1.63,0.45,1.72,1.15,12.52,50270000000.0,0.05134281200631907,2.65,11.00,0.0,0.0106,0.0279,-0.1104,0.1427,1.72,7.76,7.35,0.33,1.55,1,12.31,30493532
Fastenal Company,FAST,2400840,6.68,2.56,899360000.0,1.84,0.49,2.02,1.73,50.24,14980000000.0,-0.004542761208769619,2.35,29.96,0.0003950227138058704,0.0311,0.1464,-0.0012,0.374,7.57,28.15,25.64,3.70,6.17,0,45.18,2588343
"Facebook, Inc.",FB,18749200,20.51,0,14840000000.0,5.42,1.30,6.68,3.49,132.61,396420000000.0,0.1626206493126645,1.07,39.27,-0.000950570342205248,0.0344,0.0866,-0.004699999999999999,0.3139,6.67,25.31,20.53,14.30,1.01,0,126.24,11160563
"Fortune Brands Home & Security,",FBHS,1210150,15.06,1.25,776100000.0,3.03,0.88,3.44,2.62,56.49,9210000000.0,0.10188034188034178,2.01,22.46,0.007179487179487243,0.0395,0.0344,-0.0892,0.1653,3.88,19.38,17.07,1.84,3.13,1,56.77,1577523
FedEx Corporation,FDX,1687590,54.52,0.81,7860000000.0,11.97,3.67,13.47,6.80,190.88,51800000000.0,0.07898926608802825,1.54,28.56,-0.0008730933182682366,0.0182,0.0697,-0.0358,0.3924,3.57,16.24,14.43,0.94,2.27,1,181.69,822774
"F5 Networks, Inc.",FFIV,675636,18.44,0,610230000.0,8.29,2.09,9.19,5.54,140.73,9260000000.0,0.011541168191414597,1.51,25.78,0.0028149190710766714,0.0152,0.0659,-0.0369,0.5257000000000001,7.70,17.23,15.55,4.55,5.73,0,134.03,772557
Fidelity National Information S,FIS,1858960,29.70,1.41,2270000000.0,4.24,0.99,4.80,1.72,80.58,27270000000.0,0.08897532514890005,1.47,48.14,-0.0004862039625621595,0.0294,0.0649,-0.0109,0.4033,2.77,19.56,17.28,2.93,2.35,1,77.89,1112443
"Fiserv, Inc.",FISV,969864,11.79,0,1720000000.0,5.11,1.25,5.72,4.15,110.54,25210000000.0,-0.04020919067215356,1.84,28.31,-0.0015432098765432167,0.063,0.1219,-0.0003,0.266,9.89,22.99,20.54,4.55,3.29,0,104.74,641720
Fifth Third Bancorp,FITB,6248950,19.82,2.04,0.00,1.77,0.43,2.00,1.93,26.91,20900000000.0,-0.009012256669069907,3.29,14.42,-0.004686373467916338,0.0346,0.1623,-0.039,0.7378,1.40,15.73,13.92,3.59,2.74,0,23.95,5062543
"Foot Locker, Inc.",FL,1866140,20.33,1.64,1160000000.0,5.41,1.05,5.87,4.91,70.70,10210000000.0,0.07793733681462145,1.52,15.59,0.001958224543080922,0.083,0.0967,-0.036000000000000004,0.5043,3.77,14.15,13.04,1.31,5.63,1,69.82,1169355
"FLIR Systems, Inc.",FLIR,739003,12.31,1.62,354660000.0,1.83,0.41,2.07,1.20,35.89,4970000000.0,0.05765027322404359,1.25,30.37,-0.001366120218579403,0.0155,0.08070000000000001,-0.026699999999999998,0.2895,2.97,19.91,17.60,3.00,1.23,0,33.72,985901
Fluor Corporation,FLR,1274960,22.44,1.48,888160000.0,2.90,0.72,3.23,2.00,55.53,7740000000.0,0.04007187780772692,1.37,27.77,-0.00017969451931709735,0.0004,0.0548,-0.0483,0.2611,2.48,19.16,17.20,0.41,3.45,1,52.67,804075
Flowserve Corporation,FLS,1394610,12.70,1.64,477920000.0,1.77,0.44,2.23,1.11,49.47,6070000000.0,0.0389113331915798,1.70,41.91,0.0012757814161175052,-0.0596,-0.0226,-0.1139,0.1889,3.70,26.28,20.86,1.54,9.40,1,47.60,1005374
FMC Corporation,FMC,1061360,14.88,1.15,689300000.0,3.39,0.85,3.78,1.56,59.22,7940000000.0,0.055508830950378396,1.61,38.02,0.0015138772077374352,0.001,0.1116,-0.0567,0.6144,3.99,17.49,15.68,2.43,3.67,1,53.33,1133378
"Twenty-First Century Fox, Inc.",FOX,3234220,7.75,1.21,6950000000.0,1.94,0.42,2.07,1.64,30.06,55430000000.0,0.14439582632110404,1.40,18.25,0.0,-0.0036,0.0992,-0.0431,0.25420000000000004,3.83,15.44,14.47,1.96,2.65,0,27.25,1888147
"Twenty-First Century Fox, Inc.",FOXA,8906450,7.75,1.18,6950000000.0,1.91,0.40,2.09,1.64,30.50,56380000000.0,0.1274834437086092,1.19,18.56,0.0,-0.0012,0.1144,-0.0406,0.3056,3.90,15.95,14.57,1.99,2.52,0,27.33,4421880
Federal Realty Investment Trust,FRT,401031,27.32,2.82,512830000.00000006,3.21,0.80,3.44,3.50,140.48,9740000000.0,0.10975431412693792,8.52,38.58,0.002632348639953319,-0.038900000000000004,-0.0716,-0.2108,0.006999999999999999,5.01,42.06,39.25,12.30,4.47,1,145.43,549367
TechnipFMC plc Ordinary Share,FTI,5348850,42.62,3.36,1290000000.0,1.06,0.34,1.53,4.56,33.20,3880000000.0,0.08358479179239575,2.35,7.13,0.003922751961376036,-0.020499999999999997,0.005,-0.1232,0.37329999999999997,0.78,23.57,21.25,0.38,2.56,1,32.36,1844156
Fortive Corporation,FTV,1538570,7.77,0.48,1420000000.0,2.68,0.68,2.92,2.51,56.36,20310000000.0,-0.0034112229234181113,3.85,23.40,-0.00034112229234184444,0.042,0.1017,-0.0086,0.2687,7.54,21.91,20.11,3.26,0.65,1,53.31,1438432
General Dynamics Corporation,GD,1483890,36.43,1.58,4760000000.0,9.75,2.38,10.56,9.52,183.91,57140000000.0,0.0628631248364302,2.12,19.91,-0.00031405391258831905,0.031200000000000002,0.1373,-0.0182,0.48469999999999996,5.24,19.45,17.96,1.84,1.30,1,166.76,1502617
General Electric Company,GE,30265300,8.67,3.22,16930000000.0,1.63,0.31,1.91,0.89,30.16,262790000000.00003,0.12222590261676047,1.53,33.73,0.0,-0.0014000000000000002,-0.0092,-0.0873,0.06849999999999999,3.48,18.48,15.77,2.19,2.56,1,30.40,19994647
GGP Inc.,GGP,4120020,9.50,3.55,1860000000.0,0.61,0.13,0.70,1.34,24.98,21560000000.0,0.21114727420667223,7.90,18.21,0.0,-0.023,-0.068,-0.23989999999999997,0.0265,2.59,40.00,34.86,8.36,4.72,1,26.18,5139746
"Gilead Sciences, Inc.",GILD,10873700,14.78,2.96,19220000000.0,8.26,2.13,7.57,9.94,70.46,92670000000.0,0.14986530554374022,-1.78,7.12,0.0019849709343542354,0.0039000000000000003,-0.052000000000000005,-0.3139,0.08199999999999999,4.77,8.56,9.34,3.04,1.27,0,74.62,6626058
"General Mills, Inc.",GIS,2916780,7.20,3.18,3380000000.0,3.07,0.73,3.32,2.68,61.79,35220000000.0,0.024462321457888736,3.02,22.68,0.0011492365785585879,-0.0171,-0.04019999999999999,-0.1675,0.0346,8.45,19.78,18.29,2.21,3.97,1,63.27,1893398
Corning Incorporated,GLW,7363130,16.84,2.20,2560000000.0,1.68,0.41,1.81,3.23,26.65,25880000000.0,-0.038737446197991354,1.87,8.63,-0.0028694404591104172,0.0462,0.1478,-0.0169,0.531,1.66,16.60,15.40,2.76,2.56,1,24.29,4706013
General Motors Company,GM,14281000,29.22,4.06,19680000000.0,6.05,1.77,6.11,6.00,36.85,57270000000.0,0.04210805084745761,-1.33,6.37,0.0,0.037599999999999995,0.12050000000000001,-0.0039000000000000003,0.3983,1.29,6.32,6.26,0.34,2.62,1,34.12,19515749
Alphabet Inc.,GOOG,1472730,201.12,0,29860000000.0,33.33,8.08,38.82,27.88,816.93,573240000000.0,0.17170099803763406,1.28,29.74,-8.427338285399433e-05,0.0149,0.0518,-0.015300000000000001,0.25,4.13,24.87,21.36,6.36,1.21,0,788.22,896378
Alphabet Inc.,GOOGL,1592890,201.12,0,29860000000.0,33.41,8.09,38.92,27.88,838.01,587070000000.0,0.16367594281343778,1.32,30.46,-0.0010707771959757029,0.0132,0.0478,-0.0207,0.2623,4.23,25.41,21.82,6.51,1.66,0,810.36,1006612
Genuine Parts Company,GPC,632261,21.51,2.80,1240000000.0,4.78,1.31,5.17,4.59,97.62,14060000000.0,0.017628037968081767,2.64,20.63,0.0001043079169709138,-0.03,-0.027000000000000003,-0.10640000000000001,0.0934,4.46,19.81,18.32,0.93,3.90,1,97.33,784029
"Gap, Inc. (The)",GPS,6044050,7.28,3.78,1920000000.0,1.99,0.56,2.05,1.69,23.93,9850000000.0,0.0035813768404298063,1.88,14.61,0.0007958615200955865,0.0317,-0.0044,-0.1968,0.4524,3.45,12.41,12.04,0.65,3.93,1,24.80,5637868
Garmin Ltd.,GRMN,1414200,18.13,3.90,710250000.0,2.65,0.81,2.72,2.70,49.96,9710000000.0,-0.04098994586233562,19.52,19.08,-0.0011600928074246841,0.031200000000000002,0.036000000000000004,-0.08310000000000001,0.3417,2.85,19.44,18.94,3.23,14.63,0,49.73,579832
"Goldman Sachs Group, Inc. (The)",GS,3992850,181.25,1.05,0.00,19.08,4.04,21.64,16.29,241.97,104900000000.0,-0.005496694017366299,1.03,15.53,0.0026686847765473587,0.0451,0.2262,-0.0089,0.8299,1.39,13.25,11.69,3.40,0.95,1,206.24,3169639
The Goodyear Tire & Rubber Comp,GT,3078850,17.91,0.97,2510000000.0,3.97,0.90,5.03,4.74,33.34,8960000000.0,0.02351313969571245,1.40,7.51,-0.003596127247579406,0.0682,0.1307,-0.0273,0.4648,2.02,8.97,7.08,0.60,7.12,0,31.49,2308570
"W.W. Grainger, Inc.",GWW,637790,32.41,1.94,1370000000.0,11.88,3.05,13.18,9.87,251.26,14690000000.0,-0.022158655976793895,2.80,25.31,0.0009669231698963277,-0.005600000000000001,0.0802,-0.0489,0.2373,7.66,21.03,18.96,1.44,8.23,1,231.32,601895
Harman International Industries,HAR,981161,36.87,1.25,860350000.0,7.35,1.80,7.56,5.06,111.10,7800000000.0,-0.055480864031549726,1.01,22.07,0.00026888948642112,0.0042,0.1392,-0.0025,0.7182999999999999,3.03,15.18,14.76,1.08,1.32,1,97.94,623164
"Hasbro, Inc.",HAS,1772840,14.96,2.33,975380000.0,4.72,0.47,5.04,4.34,91.35,12150000000.0,-0.015687480775146145,3.90,22.52,-0.0005126627704296061,0.07,0.1616,-0.0159,0.2838,6.52,20.71,19.39,2.41,4.09,0,84.15,1027939
Huntington Bancshares Incorpora,HBAN,11570900,8.51,2.26,0.00,0.96,0.23,1.10,0.70,13.76,15640000000.0,0.04618614415675304,1.45,20.57,0.0006997900629812648,0.0466,0.2181,-0.0231,0.7888,1.68,15.00,13.09,4.66,1.97,0,11.82,5936216
Hanesbrands Inc.,HBI,8034600,3.23,2.99,1010000000.0,1.96,0.56,2.13,1.41,21.44,7780000000.0,0.3115479115479116,1.02,14.61,0.00540540540540535,-0.042,-0.13699999999999998,-0.3248,0.0862,6.30,10.48,9.64,1.28,5.04,1,23.80,6729701
Welltower Inc.,HCN,1962950,38.06,5.01,2109999999.9999998,1.78,0.45,1.94,2.81,67.03,25220000000.0,-0.00486061472480348,13.55,24.76,-0.00014295925661189646,0.0379,0.0116,-0.1324,0.1714,1.84,39.08,35.86,6.06,7.86,1,68.77,1450036
"HCP, Inc.",HCP,4264450,11.85,4.60,1280000000.0,0.82,0.22,0.84,1.34,30.90,15080000000.0,-0.0308315166614761,15.66,24.05,-0.0021800062285892707,0.042199999999999994,0.0141,-0.1255,0.16620000000000001,2.71,39.27,38.33,7.06,3.85,1,31.75,3525704
"Home Depot, Inc. (The)",HD,4314120,3.59,2.43,15400000000.0,7.22,2.21,8.13,6.45,140.24,178260000000.0,0.050692801622169714,1.77,22.92,0.0011490368367692572,0.054000000000000006,0.115,-0.003,0.24,41.18,20.47,18.18,1.89,2.03,1,132.56,3413398
