.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
"Rockwell Collins, Inc. Common S",COL,1138280,16.85,1.36,1220000000.0,5.40,1.38,5.80,5.59,92.44,12730000000.0,0.024061696658097764,2.70,17.39,-0.0013367609254498758,0.052199999999999996,0.099,-0.0087,0.23850000000000002,5.77,18.01,16.77,2.41,6.10,1,88.51,1074929
"Cooper Companies, Inc. (The) Co",COO,492862,57.07,0.03,628570000.0,9.21,2.52,10.35,6.07,189.54,9580000000.0,0.023389708528247732,1.62,31.94,-0.004729347658458782,0.0227,0.07200000000000001,-0.039599999999999996,0.36829999999999996,3.41,21.05,18.73,4.77,4.47,1,180.81,187661
Costco Wholesale Corporation,COST,2433520,28.34,1.06,5030000000.0,5.91,1.99,6.43,5.42,169.74,73510000000.0,0.0870269297666888,2.82,30.89,-0.0011395669645534179,-0.0134,0.057699999999999994,-0.063,0.20850000000000002,5.88,29.48,26.04,0.60,4.01,0,158.33,1719378
Campbell Soup Company Common St,CPB,1654630,4.833,2.350,1570000000.0,3.070,0.520,3.220,1.605,61.699,18160000000.0,-0.0035419126328217754,3.770,36.981,-0.0006746500252993171,-0.037989999999999996,0.02292,-0.12572,0.12874,12.268,19.334,18.433,2.288,4.760,1,58.025,589586
Salesforce.com Inc Common Stock,CRM,4967950,10.70,0,696470000.0,1.29,0.31,1.68,0.26,79.92,58320000000.0,0.16072727272727283,2.29,320.00,0.01090909090909098,0.040999999999999995,0.1091,-0.0152,0.25239999999999996,7.71,64.50,49.52,6.89,3.96,1,75.02,3666715
"Cisco Systems, Inc.",CSCO,21250200,12.744,3.380,14670000000.0,2.380,0.620,2.500,1.940,32.110,170890000000.0,0.029248318221702263,1.420,17.590,-0.00555718046212339,0.06275,0.09891,-0.01173,0.32242,2.683,14.338,13.650,3.525,2.080,0,31.053,6945512
CSRA Inc. Common Stock,CSRA,1230020,1.865,1.340,745570000.0,2.010,0.480,2.040,1.185,31.111,4650000000.0,0.23621772505233785,1.430,24.046,0.0006978367062107083,-0.08407,-0.026019999999999998,-0.15042,0.29818,15.367,14.177,13.968,0.929,1.880,1,29.256,216022
CSX Corporation,CSX,12039400,12.58,1.46,4690000000.0,2.01,0.53,2.27,1.81,47.12,45570000000.0,-0.018276762402088753,2.54,27.19,-0.0022092789716809946,0.044000000000000004,0.35840000000000005,-0.0223,1.0193,3.96,24.47,21.67,4.17,1.16,0,36.21,9054925
Cintas Corporation,CTAS,626625,19.29,0.89,983280000.0,4.61,1.14,4.91,4.80,116.71,12410000000.0,0.05159767304611762,2.49,24.62,-0.003372396931118793,0.011899999999999999,0.0339,-0.0336,0.37549999999999994,6.15,25.62,24.05,2.45,7.81,0,114.23,170007
"CenturyLink, Inc. Common Stock",CTL,7369740,24.52,9.20,6490000000.0,2.15,0.55,2.06,1.16,24.89,12630000000.0,0.16311754684838142,364.67,19.91,-0.004258943781942137,-0.0718,-0.10550000000000001,-0.3094,0.0105,0.96,10.74,11.21,0.73,12.12,1,25.82,8175124
Cognizant Technology Solutions,CTSH,5380590,17.6450,0,2670000000.0,3.6500,0.9000,4.2800,2.5500,56.9012,35390000000.0,0.1048784633690294,1.2800,22.8019,-0.0001699813020566987,0.021855000000000003,0.055784,-0.08042400000000001,0.279595,3.3341,15.9301,13.5852,2.6549,1.3500,0,55.0726,2527022
"Citrix Systems, Inc.",CTXS,2095460,16.69,0,1030000000.0,4.65,1.10,5.08,3.41,76.99,12460000000.0,0.049405878674171344,1.43,23.36,-0.0006253908692932519,0.0347,0.1198,-0.0178,0.3531,4.79,17.13,15.68,3.66,2.84,0,71.14,2189172
CVS Health Corporation Common S,CVS,7089200,34.71,2.47,13050000000.0,5.86,1.32,6.38,4.91,79.62,85720000000.0,0.06951144094001238,1.33,16.46,-0.0044526901669759145,0.0148,-0.028300000000000002,-0.2426,0.16579999999999998,2.33,13.79,12.66,0.48,4.24,1,83.14,2197349
"Dominion Resources, Inc. Common",D,2629830,23.26,3.94,5800000000.0,3.68,0.74,4.06,3.44,74.78,47810000000.0,0.011542497376705319,4.70,22.13,-0.0034102833158445867,0.018000000000000002,0.0223,-0.0361,0.10779999999999999,3.28,20.68,18.75,4.08,7.05,1,74.46,1407503
"Delta Air Lines, Inc. Common St",DAL,7737590,16.88,1.62,8240000000.0,5.31,1.60,5.97,5.79,49.61,34870000000.0,-0.9918116683725691,-21.59,8.27,-0.006755373592630454,-0.0345,0.060599999999999994,-0.09210000000000002,0.4693,2.89,9.32,8.02,0.90,2.36,1,45.16,4723654
E.I. du Pont de Nemours and Com,DD,2641140,11.3110,1.9100,5070000000.0,3.6800,1.3100,4.0200,2.8550,77.0006,68730000000.0,0.06340057636887608,3.1900,27.8430,0.0,0.032353,0.101997,-0.014483,0.30058599999999996,7.0560,21.6010,19.7741,2.8056,2.0800,1,72.1343,3442423
Deere & Company Common Stock,DE,2527510,21.44,2.17,3890000000.0,4.77,1.47,5.53,4.62,108.46,35100000000.0,-0.02183327318657524,1.16,23.89,-9.02201371346667e-05,0.0169,0.1462,-0.0168,0.47229999999999994,5.17,23.12,19.94,1.33,8.31,1,96.23,849188
Discover Financial Services Com,DFS,2446750,27.68,1.68,0.00,6.07,1.50,6.78,5.77,70.09,27520000000.0,0.1301892120869812,1.36,12.37,-0.00014120304998577193,0.0182,0.10529999999999999,-0.0398,0.5025,2.56,11.76,10.53,3.77,2.06,1,64.57,985865
Dollar General Corporation Comm,DG,2672760,19.41,1.37,2370000000.0,4.39,1.05,4.69,4.26,74.15,19810000000.0,0.10439105219552602,1.86,16.82,-0.002761668047500776,-0.0331,-0.0282,-0.26,0.078,3.73,16.33,15.29,0.94,2.41,1,73.77,1230923
Quest Diagnostics Incorporated,DGX,889995,33.78,1.83,1410000000.0,5.47,1.44,5.78,4.51,94.18,13530000000.0,-0.05519975602317784,2.18,21.81,-0.004269594388533138,0.044500000000000005,0.11699999999999999,-0.0038,0.4604,2.91,17.98,17.02,1.80,4.65,1,88.07,351504
"D.R. Horton, Inc. Common Stock",DHI,4566570,18.700,1.230,1520000000.0,2.740,0.740,2.990,2.489,30.495,12270000000.0,0.06541190990435064,1.290,13.204,0.002159827213822796,0.07773,0.11116,-0.04905,0.23135999999999998,1.733,11.995,10.992,0.957,1.770,1,29.577,3353695
Danaher Corporation Common Stoc,DHR,2703170,33.231,0.640,4120000000.0,3.950,0.980,4.290,3.652,83.485,59700000000.0,0.059472644906493066,2.300,23.580,-0.0012777326054129734,0.031509999999999996,0.07818,-0.16222,0.13743,2.591,21.801,20.073,3.535,2.590,1,79.870,453448
Walt Disney Company (The) Commo,DIS,7350480,27.006,1.400,16780000000.000002,5.940,1.690,6.730,5.540,109.605,174450000000.0,0.0543959519291588,1.960,19.914,0.0002710761724045163,0.00657,0.09910000000000001,-0.014870000000000001,0.22155999999999998,4.098,18.573,16.393,3.172,2.030,1,100.378,1281233
"Discovery Communications, Inc.",DISCA,2829340,8.83,0,2440000000.0,2.16,0.67,2.43,1.96,28.34,16260000000.000002,0.010397992111867982,1.19,14.20,-0.004302617425600563,-0.0197,0.0255,-0.0712,0.1741,3.16,12.86,11.43,2.51,8.09,0,27.09,4676712
"Discovery Communications, Inc.",DISCK,1300640,8.83,0,2440000000.0,2.16,0.67,2.43,1.96,27.66,15920000000.0,0.041927179109966684,0.94,13.90,0.0,-0.0167,0.0316,-0.0643,0.2127,3.08,12.59,11.19,2.45,2.16,0,26.37,828685
Delphi Automotive plc Ordinary,DLPH,2033340,8.9000,1.5000,2980000000.0,6.5300,1.6900,7.1600,4.5900,73.9882,20480000000.0,0.11235511064278181,0.9600,16.5534,0.00474183350895685,0.026922,0.093085,-0.027392,0.309099,8.5303,11.6355,10.6117,1.2283,2.9100,1,69.5098,492662
"Digital Realty Trust, Inc. Comm",DLR,1343260,25.68,3.43,1170000000.0,1.55,0.39,1.98,2.20,106.43,17040000000.0,0.0120705663881151,1.92,48.62,-0.004178272980501441,0.0051,0.0913,-0.055099999999999996,0.2999,4.19,68.13,54.03,7.94,13.99,1,98.02,225864
"Dollar Tree, Inc.",DLTR,2870530,22.83,0,2340000000.0,4.46,0.91,5.03,3.78,77.34,17760000000.0,0.1796391413143683,1.02,19.90,-0.00263400500460953,-0.027200000000000002,-0.061500000000000006,-0.24710000000000001,0.0371,3.33,16.87,14.96,0.87,2.50,0,80.17,906141
Dover Corporation Common Stock,DOV,1070600,24.45,2.19,1120000000.0,3.57,0.91,4.25,3.25,79.47,12390000000.0,0.029214321233217433,1.88,24.52,0.0011188463451019537,0.0027,0.0786,-0.0348,0.3527,3.29,22.32,18.75,1.84,2.38,1,73.89,248872
Dow Chemical Company (The) Comm,DOW,6106670,21.4570,2.9100,8690000000.0,4.0900,1.0600,4.3500,3.5200,60.8229,76760000000.0,0.0762084711069122,2.2200,17.9731,-0.0029916548575027457,0.040158,0.125222,-0.017007,0.331623,2.9599,15.4683,14.5438,1.6001,2.5700,1,56.2248,4121820
"Dr Pepper Snapple Group, Inc Dr",DPS,1257380,11.65,2.44,1650000000.0,4.57,1.28,4.97,4.54,92.49,17290000000.0,0.018754609630176056,2.38,20.80,-0.0028448003371615016,0.021,0.048600000000000004,-0.044199999999999996,0.16510000000000002,8.14,20.66,19.00,2.70,5.99,1,90.05,1276222
"Darden Restaurants, Inc. Common",DRI,1488740,14.93,2.98,930200000.0,3.94,1.15,4.32,3.41,74.24,9260000000.0,0.04137653990358858,1.47,21.85,0.0014729512587037252,0.005,0.0779,-0.060700000000000004,0.2539,5.00,18.94,17.27,1.33,9.27,1,69.22,623394
DTE Energy Company Common Stock,DTE,952085,50.22,3.26,2240000000.0,5.34,1.03,5.68,4.83,98.81,18240000000.0,0.015030159201028459,3.76,21.05,-0.0016810046474834417,0.0288,0.06280000000000001,-0.0043,0.2208,2.01,19.04,17.90,1.71,3.99,1,95.66,922465
Duke Energy Corporation (Holdin,DUK,3105350,58.6190,4.1800,10030000000.0,4.6200,1.0300,4.8300,3.1200,78.7679,57350000000.0,-0.014657383657017298,6.5900,26.2724,-0.0021986075485526113,0.040651,0.050227,-0.06587,0.13312,1.3966,17.7424,16.9710,2.5592,3.6100,1,78.0497,1083429
DaVita Inc. Common Stock,DVA,1414870,23.89,0,2500000000.0,3.58,0.92,3.93,4.29,65.83,13320000000.0,-0.04638432728320363,1.45,15.96,-0.005041774704696134,0.04019999999999999,0.0719,-0.1308,0.2563,2.91,19.13,17.42,0.92,5.09,1,63.88,485026
Electronic Arts Inc.,EA,2741980,11.56,0,1240000000.0,3.83,0.20,4.17,4.12,84.21,27180000000.0,0.0830846913013541,1.40,21.41,0.0018361257746155601,0.0471,0.0782,-0.0012,0.44299999999999995,7.54,23.02,21.14,5.81,3.24,0,81.78,576446
eBay Inc.,EBAY,10076800,9.69,0,3010000000.0,2.01,0.47,2.22,6.35,32.63,36660000000.0,0.022889417360285158,2.29,5.31,0.002080856123662267,0.0335,0.0925,-0.0206,0.5121,3.47,16.78,15.19,4.07,1.75,0,30.86,486843
Ecolab Inc. Common Stock,ECL,951900,23.65,1.18,2870000000.0,4.80,1.16,5.35,4.14,121.94,36440000000.0,-0.0018391172237326447,2.17,30.17,0.0008795778026546852,0.024300000000000002,0.0478,-0.0101,0.22,5.29,26.02,23.35,2.77,4.17,1,119.21,463869
"Consolidated Edison, Inc. Commo",ED,1587580,46.8790,3.6000,3690000000.0,4.0800,0.6400,4.2700,4.1200,74.5532,23390000000.0,-0.04788622129436326,5.3500,18.6068,-0.0019572025052192465,0.028258000000000002,0.039678,-0.063753,0.11489100000000001,1.6348,18.7892,17.9531,1.9362,6.3700,1,73.7343,293042
"Equifax, Inc. Common Stock",EFX,836082,22.21,1.17,1120000000.0,6.04,1.58,6.68,4.04,124.82,15780000000.0,0.06391034378312876,1.99,32.58,-0.002120248371952127,0.0546,0.053,-0.038900000000000004,0.25780000000000003,5.95,21.79,19.71,5.03,2.19,1,125.01,320533
Edison International Common Sto,EIX,1761160,36.82,2.73,3960000000.0,4.12,1.03,4.30,3.98,74.89,25870000000.0,0.009829867674858273,3.37,19.97,-0.000630119722747291,0.0603,0.0974,-0.0149,0.1775,2.16,19.23,18.47,2.18,3.98,1,72.36,425066
"Estee Lauder Companies, Inc. (T",EL,2129180,10.36,1.64,2200000000.0,3.33,0.54,3.72,2.89,82.26,30290000000.0,0.09321726514327167,2.71,28.57,-0.002780800386893878,0.005,-0.0045000000000000005,-0.1519,0.09789999999999999,7.98,24.83,22.22,2.66,3.16,1,83.04,413478
Eastman Chemical Company Common,EMN,1230830,30.94,2.54,2109999999.9999998,7.29,1.91,7.97,5.75,78.98,11570000000.0,0.0868854520306801,1.68,13.74,-0.0006286935747515932,-0.0,0.0828,-0.038,0.2596,2.57,10.83,9.91,1.29,2.63,1,72.94,453880
Emerson Electric Company Common,EMR,3826050,12.00,3.18,3110000000.0,2.57,0.67,2.81,2.46,60.55,38870000000.0,-0.0004972650422675473,2.81,24.45,-0.001491795126802531,-0.0048,0.0877,-0.0638,0.2438,5.03,23.45,21.44,2.70,1.86,1,55.40,1029899
"Equinix, Inc.",EQIX,512023,61.1380,1.9300,1500000000.0,4.5700,1.0900,6.8400,1.7950,380.3810,26890000000.0,0.10184081578598847,4.4000,209.1364,7.945967421529865e-05,-0.013095,0.037446,-0.040069999999999995,0.27094799999999997,6.1754,82.1444,54.8830,7.4880,5.3700,0,361.8500,86482
Equity Residential Common Share,EQR,2094600,27.86,3.23,1570000000.0,1.30,0.32,1.38,11.68,62.00,22810000000.0,0.03460429349567451,-21.53,5.32,-0.0020826658122397035,0.0021,-0.0053,-0.177,0.0661,2.24,47.79,45.02,9.45,3.31,1,62.46,416793
Eversource Energy (D/B/A) Commo,ES,1361970,33.803,3.260,2550000000.0,3.150,0.680,3.310,2.960,56.254,18600000000.0,0.005312767780633942,3.080,19.829,-0.00274207369323054,0.043390000000000005,0.0764,-0.02887,0.1609,1.726,18.633,17.733,2.420,3.490,1,54.529,848159
Express Scripts Holding Company,ESRX,4235370,26.81,0.00,7100000000.0,6.93,1.71,7.62,5.39,69.91,41480000000.0,0.1516059957173448,0.78,12.71,-0.01655960028551029,-0.0204,-0.0393,-0.1442,0.062400000000000004,2.61,9.88,8.99,0.42,5.28,0,71.28,3368689
"Essex Property Trust, Inc. Comm",ESS,384218,94.497,3.040,898180000.0,4.170,1.010,4.420,6.270,227.937,15170000000.0,0.03383458646616555,8.600,36.908,0.001814882032667997,0.015260000000000001,0.04186,-0.025619999999999997,0.15702,2.449,55.495,52.356,11.408,5.690,1,222.117,15975
E*TRADE Financial Corporation,ETFC,3444010,21.41,0.00,0.00,1.88,0.47,2.30,1.98,36.35,9620000000.0,0.18323863636363624,1.70,17.69,-0.0019886363636363313,-0.0366,0.086,-0.09300000000000001,0.6273,1.64,18.63,15.23,4.63,1.09,0,32.25,1109266
"Eaton Corporation, PLC Ordinary",ETN,2213010,33.15,3.34,3190000000.0,4.43,1.13,4.91,4.21,70.83,32280000000.0,0.017538975501113496,1.71,17.05,-0.0027839643652561863,0.0134,0.07139999999999999,-0.0282,0.32189999999999996,2.17,16.20,14.62,1.64,2.37,1,66.99,691921
Edwards Lifesciences Corporatio,EW,2406750,12.3770,0,894700000.0,3.4100,0.8700,3.8600,2.6100,93.2062,19180000000.0,0.28249027237354074,1.6300,34.5785,-0.0033351862145636346,-0.031718,-0.10300000000000001,-0.258728,0.112548,7.2675,26.4662,23.3808,6.4493,1.2000,1,100.6130,977197
Exelon Corporation Common Stock,EXC,5726570,27.96,3.61,9130000000.0,2.67,0.63,2.87,1.22,35.70,33509999999.999996,0.07291377876351546,9.86,29.65,0.003326864430274412,0.0132,0.057800000000000004,-0.0406,0.21289999999999998,1.29,13.55,12.60,1.07,2.79,1,34.19,1091563
Expeditors International of Was,EXPD,1240470,10.26,1.42,716960000.0,2.50,0.63,2.72,2.36,54.51,10130000000.0,-0.02659102995922713,4.32,23.83,-0.0026591029959226464,0.0315,0.069,-0.0195,0.2113,5.50,22.49,20.67,1.67,10.09,0,52.60,198923
"Expedia, Inc.",EXPE,1996300,27.54,0.93,1070000000.0000001,5.41,0.95,6.92,1.82,120.50,18300000000.0,0.1698905259692156,0.93,67.11,-0.00633797020330884,0.013600000000000001,0.026600000000000002,-0.08539999999999999,0.2647,4.41,22.49,17.65,2.07,5.50,0,118.98,702706
Extra Space Storage Inc Common,EXR,943470,17.88,3.95,649290000.0,2.45,0.61,2.65,2.91,75.33,9910000000.0,0.02277875660709805,3.90,27.14,-0.0027686886483765383,0.047400000000000005,0.0433,-0.1678,0.1588,4.45,30.94,29.77,9.93,9.23,1,75.63,668880
Ford Motor Company Common Stock,F,35151800,7.34,4.74,13300000000.0,1.63,0.45,1.72,1.15,12.51,49680000000.0,0.0630990415335464,2.62,10.87,-0.0007987220447284171,-0.0011,0.015700000000000002,-0.121,0.1292,1.71,7.67,7.27,0.33,2.18,1,12.31,12673870
Fastenal Company,FAST,2314050,6.6850,2.4700,899360000.0,1.8400,0.4900,2.0300,1.7290,50.3624,14900000000.0,-0.031022596706242744,2.4100,29.8002,-0.0019149751053236796,0.023077,0.138167,-0.021189,0.3667,7.8115,27.8511,25.3816,3.8123,6.4800,0,45.2698,300215
"Facebook, Inc.",FB,18615900,20.51,0,14840000000.0,5.42,1.30,6.68,3.49,132.88,397110000000.0,0.15703682142337372,1.08,39.34,-0.0026197060107697734,0.0341,0.0873,-0.0069,0.31620000000000004,6.70,25.35,20.57,14.37,0.90,0,126.37,1300630
"Fortune Brands Home & Security,",FBHS,1207510,15.39,1.23,774700000.0,3.03,0.88,3.44,2.62,56.60,8860000000.0,0.1132987910189982,2.01,22.14,-0.0003454231433505095,0.0229,0.022000000000000002,-0.10210000000000001,0.14880000000000002,3.76,19.11,16.83,1.78,2.97,1,56.64,290663
FedEx Corporation Common Stock,FDX,1686850,54.52,0.82,7860000000.0,11.97,3.67,13.46,6.80,191.08,51460000000.0,0.08651714359370977,1.53,28.38,-0.0005155968032998226,0.0106,0.0603,-0.042,0.3834,3.56,16.13,14.35,0.94,2.49,1,182.11,600238
"F5 Networks, Inc.",FFIV,677487,18.44,0,610230000.0,8.29,2.09,9.19,5.54,140.67,9280000000.0,0.016980331116456915,1.51,25.85,-0.0017687844912975814,0.0184,0.0665,-0.0342,0.5299,7.66,17.28,15.59,4.53,4.31,0,134.32,290066
Fidelity National Information S,FIS,1845920,29.70,1.40,2270000000.0,4.24,0.99,4.80,1.72,80.74,27160000000.0,0.08331318016928657,1.47,47.94,-0.0026602176541716815,0.0231,0.0603,-0.015,0.39740000000000003,2.78,19.48,17.21,2.94,1.92,1,77.90,357727
"Fiserv, Inc.",FISV,954875,11.79,0,1720000000.0,5.11,1.25,5.72,4.15,110.74,25110000000.0,-0.043325927191932956,1.84,28.20,0.001452743120833988,0.056900000000000006,0.11599999999999999,-0.0043,0.2611,9.92,22.90,20.46,4.56,2.30,0,104.88,157487
Fifth Third Bancorp,FITB,6236440,19.819,2.010,0.00,1.770,0.430,2.000,1.930,26.917,20580000000.0,-0.0018155410312273856,3.290,14.199,-0.0010893246187363426,0.01813,0.13818,-0.05402,0.7106699999999999,1.390,15.483,13.703,3.559,2.600,0,24.078,2163651
"Foot Locker, Inc.",FL,1818100,20.33,1.62,1160000000.0,5.41,1.05,5.87,4.91,70.86,10100000000.0,0.08601867683809017,1.52,15.43,-0.0021044324608706644,0.069,0.0812,-0.0463,0.4882,3.74,14.03,12.90,1.31,5.27,1,70.06,416062
"FLIR Systems, Inc.",FLIR,744650,12.31,1.65,354660000.0,1.83,0.41,2.07,1.20,35.91,5010000000.0,0.06054794520547957,1.25,30.59,0.016164383561643847,0.0223,0.0858,-0.0195,0.299,2.97,20.06,17.73,2.99,0.94,0,33.81,152333
Fluor Corporation Common Stock,FLR,1268010,22.44,1.51,888160000.0,2.90,0.72,3.23,2.00,55.55,7680000000.0,0.05159883720930236,1.35,27.56,0.00181686046511631,-0.0078000000000000005,0.046,-0.0557,0.25129999999999997,2.45,19.01,17.07,0.40,2.90,1,52.70,497459
Flowserve Corporation Common St,FLS,1377720,12.70,1.63,477920000.0,1.77,0.44,2.23,1.11,49.36,6000000000.0,0.05872156013001084,1.67,41.41,0.0015167930660888729,-0.0687,-0.0335,-0.1244,0.1748,3.63,25.97,20.61,1.51,5.36,1,47.56,677229
FMC Corporation Common Stock,FMC,1063090,14.64,1.11,714400000.0,3.39,0.85,3.78,1.56,59.21,7930000000.0,0.06086221470836861,1.60,38.10,-0.002028740490278902,0.0018,0.10869999999999999,-0.055999999999999994,0.6154999999999999,4.04,17.50,15.69,2.41,2.38,1,53.50,563309
"Twenty-First Century Fox, Inc.",FOX,3200590,7.748,1.200,6950000000.0,1.940,0.420,2.070,1.641,30.087,55610000000.0,0.1258278145695364,1.400,18.309,-0.00596026490066226,-0.0014000000000000002,0.10073,-0.0401,0.25817,3.898,15.487,14.514,1.992,2.540,0,27.295,912098
"Twenty-First Century Fox, Inc.",FOXA,8789890,7.75,1.18,6950000000.0,1.91,0.40,2.09,1.64,30.52,56800000000.0,0.11785948785292177,1.19,18.70,-0.0016414970453053623,0.005699999999999999,0.12,-0.0334,0.3155,3.93,16.07,14.68,2.01,2.34,0,27.40,10712346
Federal Realty Investment Trust,FRT,403655,27.32,2.90,512830000.00000006,3.21,0.80,3.44,3.50,140.31,9620000000.0,0.13008190618019366,8.37,38.10,0.0006701414743111034,-0.0495,-0.08070000000000001,-0.2205,0.0011,4.92,41.55,38.77,12.08,5.21,1,145.06,80864
TechnipFMC plc Ordinary Share,FTI,5362940,43.01,3.43,1160000000.0,1.06,0.34,1.53,2.47,33.10,3750000000.0,0.1124535315985129,-2.60,12.88,-0.007744733581164787,-0.0392,-0.0203,-0.1201,0.038900000000000004,0.75,23.04,20.78,0.43,1.02,1,32.46,1431147
Fortive Corporation Common Stoc,FTV,1528610,7.77,0.48,1440000000.0,2.68,0.68,2.92,2.51,56.47,20130000000.0,0.0017143836790673994,3.83,23.18,0.0006857534716269154,0.0305,0.0908,-0.0177,0.3533,7.51,21.71,19.93,3.24,0.80,1,53.34,694185
General Dynamics Corporation Co,GD,1466250,36.43,1.77,4760000000.0,9.75,2.38,10.56,9.52,184.29,57760000000.0,0.06347543731014982,2.12,20.13,-0.00020948989211266866,0.04019999999999999,0.1463,-0.0076,0.5008,5.24,19.66,18.15,1.83,1.64,1,167.25,292766
General Electric Company Common,GE,30497100,8.673,3.190,17140000000.0,1.630,0.310,1.910,0.893,30.123,260040000000.00003,0.12933333333333352,1.520,33.376,-0.0023333333333332984,-0.010549999999999999,-0.01883,-0.09682,0.05729,3.459,18.285,15.605,2.176,2.940,1,30.377,14609926
GGP Inc. Common Stock,GGP,4147020,9.50,3.61,1860000000.0,0.61,0.13,0.70,1.34,24.96,21000000000.0,0.22661722290894115,7.80,17.74,0.0012360939431397266,-0.047599999999999996,-0.0889,-0.2595,0.0,2.56,38.97,33.96,8.25,5.66,1,26.09,932338
"Gilead Sciences, Inc.",GILD,10865200,14.418,2.940,19220000000.0,8.260,2.130,7.570,9.940,70.376,90430000000.0,0.15658870507701073,-1.770,6.960,-0.01026811180832854,-0.01692,-0.07092999999999999,-0.32895,0.0582,4.863,8.376,9.139,3.016,1.020,0,74.467,5396282
"General Mills, Inc. Common Stoc",GIS,2936850,7.20,3.16,3380000000.0,3.07,0.73,3.31,2.68,61.77,35000000000.0,0.032599702134701314,3.08,22.54,0.0009928843289757072,-0.023,-0.0434,-0.1727,0.0281,8.39,19.66,18.23,2.20,3.96,1,63.09,1373077
Corning Incorporated Common Sto,GLW,7348140,16.84,2.22,2560000000.0,1.68,0.41,1.81,3.23,26.73,25770000000.0,-0.0331890331890331,1.85,8.60,0.0010822510822510178,0.0388,0.1404,-0.0208,0.525,1.65,16.53,15.34,2.74,2.80,1,24.35,1358508
General Motors Company Common S,GM,14450300,29.22,3.98,19680000000.0,6.05,1.77,6.15,6.00,36.86,56430000000.0,0.02453178580849391,-1.34,6.28,-0.003956739646531204,0.0219,0.1014,-0.022799999999999997,0.3778,1.30,6.24,6.13,0.34,2.51,1,34.20,8004960
Alphabet Inc.,GOOG,1464410,201.12,0,29860000000.0,33.33,8.08,38.83,27.88,817.51,574520000000.0,0.1766411365338616,1.28,29.81,-0.00045905917031097143,0.016399999999999998,0.0535,-0.0131,0.2528,4.12,24.94,21.40,6.34,1.42,0,788.73,450710
Alphabet Inc.,GOOGL,1579830,201.12,0,29860000000.0,33.41,8.09,38.97,27.88,838.49,587280000000.0,0.1672194223801151,1.32,30.47,-0.0018412076433721447,0.013000000000000001,0.047599999999999996,-0.0203,0.2627,4.21,25.43,21.80,6.49,1.75,0,810.80,525240
Genuine Parts Company Common St,GPC,633793,21.52,2.85,1220000000.0,4.78,1.31,5.17,4.59,97.50,13910000000.0,0.0358887237205352,2.59,20.42,-0.001592694839668729,-0.038599999999999995,-0.0356,-0.1155,0.08220000000000001,4.38,19.57,18.13,0.91,3.76,1,97.19,302043
"Gap, Inc. (The) Common Stock",GPS,6008170,7.28,3.73,1920000000.0,1.99,0.56,2.05,1.69,23.95,9730000000.0,0.021466180639934995,1.88,14.43,-0.0012150668286756705,0.0183,-0.015700000000000002,-0.2066,0.4347,3.39,12.26,11.90,0.63,5.70,1,24.78,3903530
Garmin Ltd.,GRMN,1423110,18.13,3.96,710250000.0,2.65,0.81,2.72,2.70,50.06,9750000000.0,-0.026275115919629055,19.53,19.15,0.0003863987635239763,0.033,0.04190000000000001,-0.0797,0.34659999999999996,2.86,19.51,19.01,3.23,13.85,0,49.63,274438
"Goldman Sachs Group, Inc. (The)",GS,3936120,182.46,1.03,0.00,19.08,4.04,21.64,16.29,242.20,104200000000.0,-0.009245664854569235,1.03,15.42,0.0019046863219713828,0.0371,0.2108,-0.0155,0.8176000000000001,1.38,13.17,11.61,3.42,1.08,1,207.46,943802
The Goodyear Tire & Rubber Comp,GT,3025620,17.91,0.95,2510000000.0,3.97,0.90,5.03,4.74,33.47,8880000000.0,0.04726861024624962,1.40,7.45,-0.00141522785168402,0.054299999999999994,0.1175,-0.0361,0.45189999999999997,1.97,8.89,7.02,0.59,5.63,0,31.58,496716
"W.W. Grainger, Inc. Common Stoc",GWW,624975,30.58,1.95,1460000000.0,11.88,3.05,13.18,9.87,251.71,14740000000.0,-0.03804843248384926,2.85,25.39,-0.0015457175696563796,-0.0045000000000000005,0.0825,-0.0462,0.2409,8.25,21.09,19.01,1.46,8.72,1,231.48,200944
Harman International Industries,HAR,988847,36.87,1.25,860350000.0,7.35,1.80,7.56,5.06,111.12,7790000000.0,-0.05488789237668168,1.01,22.05,0.0,0.0034999999999999996,0.1343,-0.003,0.7173999999999999,3.02,15.17,14.75,1.08,1.49,1,98.31,391885
"Hasbro, Inc.",HAS,1784850,14.96,2.33,975380000.0,4.72,0.47,5.06,4.34,91.74,12070000000.0,0.0026793075020608015,3.87,22.38,-0.0025762572135201722,0.058499999999999996,0.1517,-0.0223,0.2754,6.49,20.53,19.19,2.40,2.25,0,84.32,393095
