.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
"Cooper Companies, Inc. (The) Co",COO,458280,57.07,0.03,628570000.0,9.21,2.52,10.35,6.07,190.32,9610000000.0,0.02592115434166442,1.62,32.07,0.0024220561710899258,0.0225,0.0747,-0.0358,0.3737,3.40,21.13,18.80,4.75,4.47,1,181.08,256397
Costco Wholesale Corporation,COST,2371050,28.34,1.08,5030000000.0,5.67,1.99,6.43,5.42,169.77,72760000000.0,0.0929379210779595,2.82,30.58,0.0009624639076033503,-0.0236,0.0463,-0.0724,0.1963,5.87,29.24,25.78,0.60,4.01,0,158.43,1993723
Campbell Soup Company Common St,CPB,1618480,4.83,2.37,1570000000.0,3.07,0.52,3.22,1.61,61.43,18060000000.0,0.007159904534606243,3.73,36.78,-0.00017047391749058782,-0.0391,0.0174,-0.1305,0.1226,12.14,19.23,18.33,2.26,4.76,1,58.02,969604
Salesforce.com Inc Common Stock,CRM,4925900,10.70,0,696470000.0,1.29,0.31,1.68,0.26,80.47,58380000000.0,0.14889793962625775,2.32,320.31,-0.0034738859607091888,0.035,0.10779999999999999,-0.014199999999999999,0.25370000000000004,7.80,64.56,49.57,6.97,3.96,1,75.18,3646871
"Cisco Systems, Inc.",CSCO,20987800,12.74,3.41,14670000000.0,2.38,0.62,2.50,1.94,32.40,170620000000.0,0.034391534391534195,1.42,17.56,0.0005878894767783471,0.051500000000000004,0.0947,-0.013300000000000001,0.32030000000000003,2.67,14.32,13.63,3.51,2.08,0,31.12,17490190
CSRA Inc. Common Stock,CSRA,1200990,1.87,1.40,745570000.0,2.01,0.48,2.04,1.18,30.92,4630000000.0,0.2388111888111888,1.43,23.95,-0.0006993006993007977,-0.0821,-0.0305,-0.15380000000000002,0.2929,15.34,14.12,13.91,0.93,1.88,1,29.27,785536
CSX Corporation,CSX,12296800,12.58,1.51,4690000000.0,2.01,0.53,2.31,1.81,47.73,44080000000.0,0.06442812172088153,2.47,26.30,0.0006295907660021083,-0.0032,0.3028,-0.054299999999999994,0.9531999999999999,3.79,23.67,20.60,3.99,1.16,0,36.52,10637109
Cintas Corporation,CTAS,619685,19.29,0.89,983280000.0,4.61,1.14,4.91,4.80,117.00,12380000000.0,0.053818857722203406,2.49,24.57,0.0019432240621832797,0.0074,0.0311,-0.0355,0.3728,6.14,25.57,24.01,2.45,7.81,0,114.32,332944
"CenturyLink, Inc. Common Stock",CTL,7453900,24.52,9.60,6490000000.0,2.15,0.55,2.06,1.16,24.65,12420000000.0,0.21648106904231623,358.00,19.59,-0.0022271714922049712,-0.078,-0.1166,-0.32049999999999995,0.0161,0.92,10.57,11.03,0.70,12.12,1,25.73,7984260
Cognizant Technology Solutions,CTSH,5321690,17.65,0,2670000000.0,3.65,0.90,4.28,2.55,56.96,35100000000.0,0.13063141415898416,1.25,22.62,0.0019133762393459541,0.0124,0.0464,-0.08789999999999999,0.2691,3.26,15.80,13.47,2.59,1.35,0,55.11,4193560
"Citrix Systems, Inc.",CTXS,2080400,16.69,0,1030000000.0,4.65,1.10,5.08,3.41,77.29,12360000000.0,0.04979979979979987,1.44,23.18,-0.0001251251251251917,0.0225,0.10880000000000001,-0.0255,0.3375,4.79,17.00,15.56,3.66,2.84,0,71.27,1668799
CVS Health Corporation Common S,CVS,6824800,34.71,2.47,13050000000.0,5.86,1.32,6.38,4.91,79.49,85620000000.0,0.06762092793682117,1.33,16.44,0.0002467917077986215,0.015300000000000001,-0.0276,-0.24350000000000002,0.16449999999999998,2.33,13.77,12.65,0.48,4.24,1,82.99,5394387
"Dominion Resources, Inc. Common",D,2591710,23.26,3.97,5800000000.0,3.68,0.74,4.06,3.44,74.75,47050000000.0,0.026487421802209532,4.70,21.77,0.0010648209769732464,0.002,0.0058,-0.051500000000000004,0.0901,3.23,20.35,18.45,4.02,7.05,1,74.47,1381837
"Delta Air Lines, Inc. Common St",DAL,7695640,16.88,1.70,8240000000.0,5.13,1.59,5.79,5.79,49.39,34400000000.0,0.289490245437382,-21.11,8.16,0.0004195510803439717,-0.0434,0.0437,-0.10439999999999999,0.44939999999999997,2.82,9.21,8.16,0.88,2.36,1,45.27,8790482
E.I. du Pont de Nemours and Com,DD,2697950,11.31,1.91,5070000000.0,3.68,1.31,4.02,2.86,77.46,69580000000.0,0.06807070327190679,3.19,28.19,0.0012536041118216268,0.038900000000000004,0.1128,-0.0022,0.31679999999999997,7.05,21.87,20.02,2.80,2.08,1,72.32,3807170
Deere & Company Common Stock,DE,2414800,21.44,2.18,3890000000.0,4.77,1.47,5.53,4.62,108.81,34880000000.0,-0.01855707431881959,1.15,23.74,0.0006336561962525522,0.0070999999999999995,0.13449999999999998,-0.0232,0.4628,5.15,22.97,19.82,1.32,8.31,1,96.59,2125623
Discover Financial Services Com,DFS,2322730,27.68,1.69,0.00,6.07,1.50,6.78,5.77,70.19,27480000000.0,0.12163677130044848,1.37,12.36,0.003643497757847669,0.015700000000000002,0.1007,-0.0409,0.49079999999999996,2.58,11.74,10.51,3.80,2.06,1,64.77,1459869
Dollar General Corporation Comm,DG,2677040,19.41,1.40,2370000000.0,4.39,1.05,4.69,4.26,74.05,20340000000.0,0.10271611746863374,1.86,17.27,0.0009651178822556172,-0.005600000000000001,0.0002,-0.24,0.1072,3.74,16.77,15.70,0.94,2.41,1,73.62,3029921
Quest Diagnostics Incorporated,DGX,882405,33.78,1.83,1410000000.0,5.46,1.43,5.78,4.51,94.45,13500000000.0,-0.04707924836601307,2.18,21.77,0.0009191176470588758,0.0397,0.11289999999999999,-0.005600000000000001,0.4578,2.90,17.99,16.99,1.79,4.65,1,88.24,507815
"D.R. Horton, Inc. Common Stock",DHI,4577450,18.70,1.20,1520000000.0,2.74,0.74,2.99,2.49,30.83,12340000000.0,0.04444444444444451,1.28,13.28,-0.0003003003003002602,0.0721,0.1152,-0.0437,0.23829999999999998,1.78,12.06,11.05,0.98,1.77,1,29.64,4185177
Danaher Corporation Common Stoc,DHR,2600570,33.23,0.65,4120000000.0,3.95,0.98,4.29,3.65,83.90,60530000000.0,0.055645347494804875,2.31,23.91,-0.0011544677903487788,0.0407,0.09119999999999999,-0.1506,0.2821,2.61,22.10,20.35,3.56,2.59,1,80.01,2310193
Walt Disney Company (The) Commo,DIS,7037040,27.01,1.41,16780000000.000002,5.94,1.69,6.73,5.54,109.72,175570000000.0,0.052778780223745825,1.96,20.04,0.0005413208228077782,0.011899999999999999,0.1041,-0.0086,0.22940000000000002,4.10,18.69,16.50,3.18,2.03,1,100.56,4005660
"Discovery Communications, Inc.",DISCA,2857480,8.83,0,2440000000.0,2.16,0.67,2.43,1.96,28.33,16309999999.999998,0.0071479628305932685,1.16,14.24,-0.00464617583988558,-0.0167,0.027200000000000002,-0.06849999999999999,0.1775,3.17,12.90,11.47,2.52,8.09,0,27.12,2115334
"Discovery Communications, Inc.",DISCK,1281680,8.83,0,2440000000.0,2.16,0.67,2.43,1.96,27.65,15970000000.0,0.03431909456005844,0.94,13.94,-0.003650967506389269,-0.0131,0.0341,-0.061200000000000004,0.2167,3.10,12.63,11.23,2.47,2.16,0,26.39,1236819
Delphi Automotive plc Ordinary,DLPH,1932680,8.90,1.53,2980000000.0,6.53,1.69,7.16,4.59,74.32,20560000000.0,0.10204880595067212,0.96,16.62,-0.0005219887772411891,0.0265,0.0947,-0.023399999999999997,0.3144,8.61,11.68,10.66,1.24,2.91,1,69.69,1023690
"Digital Realty Trust, Inc. Comm",DLR,1341100,25.68,3.56,1170000000.0,1.57,0.39,1.98,2.20,106.47,16559999999.999998,0.044261352749568994,1.92,47.26,-0.0006706265568116043,-0.023399999999999997,0.0593,-0.0815,0.2371,4.07,66.23,52.52,7.70,13.99,1,98.16,1427956
"Dollar Tree, Inc.",DLTR,2845380,22.83,0,2340000000.0,4.46,0.90,5.04,3.78,77.12,17830000000.0,0.18293650793650817,1.22,19.98,0.00013227513227520582,-0.0206,-0.0553,-0.24420000000000003,0.041100000000000005,3.31,16.93,14.99,0.86,2.50,0,79.95,2000604
Dover Corporation Common Stock,DOV,1110970,24.45,2.28,1120000000.0,3.57,0.91,4.25,3.25,79.39,11870000000.0,0.08051779935275083,1.80,23.49,-0.0025889967637541256,-0.0384,0.0321,-0.0753,0.2959,3.16,21.38,17.96,1.77,2.38,1,73.96,2520934
Dow Chemical Company (The) Comm,DOW,6077740,21.46,2.91,8690000000.0,4.09,1.06,4.35,3.52,61.06,77090000000.0,0.08391276864728203,2.22,18.05,-0.0001580278128950896,0.0406,0.1276,-0.0127,0.33740000000000003,2.95,15.54,14.61,1.59,2.57,1,56.35,5970917
"Dr Pepper Snapple Group, Inc Dr",DPS,1216080,11.65,2.46,1650000000.0,4.57,1.28,4.97,4.54,92.78,17320000000.0,0.02469266638406098,2.38,20.83,0.004239084357778866,0.0195,0.049699999999999994,-0.0426,0.1671,8.10,20.70,19.03,2.68,5.99,1,90.11,1084694
"Darden Restaurants, Inc. Common",DRI,1446340,14.93,2.98,930200000.0,3.94,1.15,4.32,3.41,74.37,9340000000.0,0.03445065176908746,1.48,22.03,-0.0014631550944401717,0.011399999999999999,0.0839,-0.053,0.2642,5.04,19.09,17.41,1.33,9.27,1,69.40,778100
DTE Energy Company Common Stock,DTE,936423,50.22,3.25,2240000000.0,5.33,1.03,5.68,4.83,99.04,17890000000.0,0.026970332634102423,3.72,20.65,0.0,0.0069,0.0407,-0.0233,0.1764,1.99,18.71,17.56,1.69,3.99,1,95.82,1041642
Duke Energy Corporation (Holdin,DUK,3108300,58.62,4.19,10030000000.0,4.62,1.03,4.83,3.12,79.01,56000000000.0,0.004357569721115562,6.59,25.66,0.002490039840637559,0.0132,0.0252,-0.0877,0.1066,1.37,17.33,16.57,2.51,3.61,1,78.08,3074490
DaVita Inc. Common Stock,DVA,1377510,23.89,0,2500000000.0,3.58,0.92,3.93,4.29,66.14,13290000000.0,-0.03017872839144453,1.41,15.92,0.0004394960445355256,0.032400000000000005,0.0676,-0.133,0.253,2.86,19.08,17.38,0.90,5.09,1,63.97,677481
Electronic Arts Inc.,EA,2740480,11.56,0,1240000000.0,3.83,0.20,4.17,4.12,84.82,27440000000.0,0.06044943820224713,1.40,21.61,0.0035955056179775013,0.049699999999999994,0.0867,-0.0085,0.4571,7.70,23.25,21.35,5.93,3.24,0,81.93,3127072
eBay Inc.,EBAY,9814570,9.69,0,3010000000.0,2.01,0.47,2.22,6.35,32.82,36070000000.0,0.03271308523409355,2.29,5.22,-0.0015006002400959062,0.011000000000000001,0.0731,-0.0363,0.4879,3.44,16.51,14.95,4.03,1.75,0,30.92,5545782
Ecolab Inc. Common Stock,ECL,953313,23.65,1.19,2870000000.0,4.80,1.16,5.35,4.14,122.32,36080000000.0,0.002650602409638436,2.17,29.88,-0.0022489959839357976,0.011200000000000002,0.0369,-0.0197,0.20809999999999998,5.26,25.77,23.12,2.76,4.17,1,119.29,1338874
"Consolidated Edison, Inc. Commo",ED,1580950,46.88,3.60,3690000000.0,4.08,0.64,4.27,4.12,74.66,22920000000.0,-0.033637928751158896,5.35,18.24,0.0017216262746655442,0.0063,0.018600000000000002,-0.0824,0.0926,1.61,18.41,17.59,1.91,6.37,1,73.76,1776885
"Equifax, Inc. Common Stock",EFX,826198,22.21,1.18,1120000000.0,6.04,1.58,6.68,4.04,125.68,15890000000.0,0.0659282300280708,1.99,32.81,0.00037933388968980353,0.0547,0.0594,-0.0323,0.24100000000000002,5.94,21.95,19.84,5.02,2.19,1,125.12,386671
Edison International Common Sto,EIX,1758240,36.82,2.78,3960000000.0,4.13,1.03,4.30,3.98,75.18,25410000000.0,0.02572964669738842,3.37,19.62,0.00038402457757302777,0.037599999999999995,0.0768,-0.032400000000000005,0.1566,2.12,18.89,18.14,2.14,3.98,1,72.44,1631299
"Estee Lauder Companies, Inc. (T",EL,2081340,10.36,1.64,2200000000.0,3.33,0.54,3.72,2.89,82.46,30370000000.0,0.09031713493307603,2.71,28.64,0.004461594115519052,0.0051,-0.0012,-0.14980000000000002,0.1007,8.00,24.89,22.28,2.67,3.16,1,82.98,958619
Eastman Chemical Company Common,EMN,1195050,30.94,2.58,2109999999.9999998,7.29,1.91,7.97,5.75,79.03,11360000000.0,0.10367722165474991,1.67,13.49,-0.004085801838610736,-0.018799999999999997,0.060700000000000004,-0.0555,0.23670000000000002,2.53,10.64,9.73,1.27,2.63,1,73.10,1175605
Emerson Electric Company Common,EMR,3809580,12.00,3.19,3110000000.0,2.57,0.67,2.81,2.46,60.70,38240000000.0,0.024418799130289326,2.79,24.05,0.00016725204883760725,-0.023399999999999997,0.0679,-0.079,0.2236,4.98,23.07,21.10,2.68,1.86,1,55.51,3580059
"Equinix, Inc.",EQIX,504837,61.14,1.93,1500000000.0,4.57,1.10,6.84,1.79,379.87,26940000000.0,0.14464958864155397,4.25,209.48,0.0015683900613598922,-0.0102,0.038900000000000004,-0.0385,0.248,5.94,82.46,54.97,7.21,5.37,0,361.93,3220355
Equity Residential Common Share,EQR,2069470,27.86,3.22,1570000000.0,1.30,0.32,1.38,11.68,61.95,22810000000.0,0.029679272379128818,-21.62,5.32,0.001116961863730559,0.0029,-0.005,-0.177,0.0661,2.25,47.79,45.02,9.48,3.31,1,62.44,2774643
Eversource Energy (D/B/A) Commo,ES,1357150,33.80,3.24,2550000000.0,3.15,0.68,3.31,2.96,56.37,18180000000.0,0.019819193324061013,3.09,19.39,0.0027816411682892728,0.0179,0.051399999999999994,-0.0506,0.1349,1.70,18.22,17.34,2.39,3.49,1,54.57,1025181
Express Scripts Holding Company,ESRX,4115470,26.81,0.00,7100000000.0,6.93,1.71,7.61,5.39,69.51,40500000000.0,0.19299023957409056,0.76,12.40,0.002514049097900095,-0.0381,-0.0604,-0.16449999999999998,0.037200000000000004,2.52,9.65,8.79,0.41,5.28,0,71.16,6623458
"Essex Property Trust, Inc. Comm",ESS,384987,94.50,3.04,898180000.0,4.17,1.01,4.42,6.27,228.07,14810000000.0,0.037465851437491704,8.60,36.03,0.0013008976193573663,-0.009399999999999999,0.0165,-0.0487,0.12960000000000002,2.44,54.18,51.12,11.37,5.69,1,222.27,445942
E*TRADE Financial Corporation,ETFC,3413820,21.41,0.00,0.00,1.87,0.47,2.30,1.98,36.29,9560000000.0,0.1851533390656348,1.89,17.59,-0.0022929206076238717,-0.04019999999999999,0.0771,-0.09789999999999999,0.6185,1.63,18.63,15.14,4.59,1.09,0,32.34,2458672
"Eaton Corporation, PLC Ordinary",ETN,2184020,33.15,3.34,3190000000.0,4.43,1.13,4.91,4.21,71.08,32200000000.000004,0.024641514687456345,1.71,17.01,-0.0015313935681470214,0.0073,0.0672,-0.030600000000000002,0.3186,2.17,16.16,14.58,1.64,2.37,1,67.09,2473155
Edwards Lifesciences Corporatio,EW,2352210,12.38,0,894700000.0,3.41,0.87,3.86,2.61,92.84,19770000000.0,0.28850664581704444,1.63,35.66,-0.0012286384452139254,0.0023,-0.07200000000000001,-0.23559999999999998,0.1472,7.23,27.29,24.11,6.42,1.20,1,100.28,3832111
Exelon Corporation Common Stock,EXC,5553840,27.96,3.63,9130000000.0,2.67,0.63,2.87,1.22,35.71,33150000000.0,0.0834266517357225,9.88,29.33,-0.0005599104143335643,0.002,0.0453,-0.0509,0.1999,1.28,13.40,12.47,1.06,2.79,1,34.23,3319207
Expeditors International of Was,EXPD,1185340,10.26,1.43,716960000.0,2.50,0.63,2.72,2.36,54.69,10060000000.0,-0.017710196779964216,4.32,23.66,-0.00035778175313050387,0.021,0.0599,-0.0263,0.2029,5.45,22.34,20.53,1.65,10.09,0,52.69,995142
"Expedia, Inc.",EXPE,1999700,27.54,0.92,1070000000.0000001,5.43,0.95,6.92,1.82,120.87,18680000000.0,0.14133140608688666,0.94,68.52,-0.0004015096763831938,0.0317,0.047,-0.0662,0.2913,4.52,22.97,18.02,2.13,5.50,0,119.11,2199407
Extra Space Storage Inc Common,EXR,917473,17.88,3.95,649290000.0,2.58,0.63,2.69,2.91,75.68,9570000000.0,0.03370643602136858,3.81,26.22,0.0010175527855507127,0.0072,0.0078000000000000005,-0.196,0.1195,4.40,29.55,28.34,9.83,9.23,1,75.64,1169882
Ford Motor Company Common Stock,F,34104700,7.34,4.82,13300000000.0,1.64,0.45,1.71,1.15,12.51,49680000000.0,0.05267358339984041,2.61,10.87,0.0007980845969672856,-0.001,0.0154,-0.121,0.1292,1.71,7.62,7.31,0.33,2.18,1,12.31,29149095
Fastenal Company,FAST,2280400,6.68,2.45,899360000.0,1.85,0.49,2.03,1.73,50.46,14510000000.0,-0.01244167962674958,2.37,29.02,-0.00038880248833583764,-0.0055000000000000005,0.1052,-0.0467,0.331,7.69,27.12,24.72,3.76,6.48,0,45.40,2466859
"Facebook, Inc.",FB,18288800,20.51,0,14840000000.0,5.42,1.30,6.69,3.49,133.45,399510000000.0,0.15785652047632892,1.08,39.58,0.0,0.0359,0.09230000000000001,-0.0024,0.3003,6.71,25.51,20.66,14.40,0.90,0,126.56,15535259
"Fortune Brands Home & Security,",FBHS,1198180,15.39,1.24,774700000.0,3.03,0.88,3.44,2.62,56.91,9090000000.0,0.09812606473594543,2.01,22.71,0.0064735945485518975,0.0434,0.0483,-0.079,0.1691,3.81,19.60,17.26,1.80,2.97,1,56.64,1538333
FedEx Corporation Common Stock,FDX,1637490,54.52,0.83,7860000000.0,11.97,3.67,13.46,6.80,191.45,50990000000.0,0.09458757531685014,1.53,28.11,0.0009349677955536873,-0.0007000000000000001,0.0487,-0.0509,0.355,3.53,15.98,14.21,0.93,2.49,1,182.43,1406193
"F5 Networks, Inc.",FFIV,676520,18.44,0,610230000.0,8.29,2.09,9.19,5.54,140.82,9310000000.0,0.006019036954087342,1.51,25.94,0.001609742441209594,0.0209,0.0681,-0.030899999999999997,0.5352,7.75,17.34,15.64,4.58,4.31,0,134.59,454269
Fidelity National Information S,FIS,1807800,29.70,1.40,2270000000.0,4.24,0.99,4.80,1.72,80.96,26950000000.0,0.0896375577718318,1.47,47.58,0.0003648747263440555,0.0126,0.0512,-0.022400000000000003,0.33840000000000003,2.77,19.33,17.08,2.93,1.92,1,77.99,1453848
"Fiserv, Inc.",FISV,956363,11.79,0,1720000000.0,5.11,1.25,5.72,4.15,111.32,25200000000.0,-0.04682843763303535,1.84,28.30,0.001873137505321365,0.055,0.1168,-0.0049,0.2655,9.96,22.98,20.53,4.58,2.30,0,105.17,1059594
Fifth Third Bancorp,FITB,6094430,19.82,2.05,0.00,1.77,0.43,2.00,1.93,27.00,20640000000.0,0.004384362440628342,3.24,14.24,0.003288271830471423,0.0181,0.1367,-0.051100000000000007,0.716,1.38,15.53,13.74,3.54,2.60,0,24.18,3881620
"Foot Locker, Inc.",FL,1792340,20.33,1.64,1160000000.0,5.40,1.05,5.87,4.91,71.42,10190000000.0,0.06872896712399679,1.52,15.58,-0.0007765984985762531,0.0709,0.08929999999999999,-0.0371,0.5025999999999999,3.80,14.16,13.03,1.33,5.27,1,70.21,1187794
"FLIR Systems, Inc.",FLIR,744812,12.31,1.65,354660000.0,1.83,0.41,2.07,1.20,35.96,4970000000.0,0.06756756756756754,1.25,30.37,0.004136789851075573,0.013500000000000002,0.0759,-0.026699999999999998,0.2895,2.95,19.91,17.60,2.97,0.94,0,33.87,607856
Fluor Corporation Common Stock,FLR,1232130,22.44,1.54,888160000.0,2.90,0.72,3.23,2.00,55.61,7460000000.0,0.05949112209408747,1.35,26.76,-0.0049423393739703725,-0.037599999999999995,0.0149,-0.08310000000000001,0.215,2.43,18.46,16.57,0.40,2.90,1,52.74,2035490
Flowserve Corporation Common St,FLS,1418640,12.70,1.65,477920000.0,1.77,0.44,2.23,1.11,49.03,5900000000.0,0.061344355014139706,1.66,40.74,-0.0026103980857080655,-0.07769999999999999,-0.0482,-0.1387,0.15560000000000002,3.62,25.55,20.28,1.50,5.36,1,47.51,2575691
FMC Corporation Common Stock,FMC,1103970,14.64,1.12,714400000.0,3.39,0.85,3.78,1.56,59.21,7860000000.0,0.0761447436117304,1.60,37.78,0.0030869490653404608,-0.0064,0.0964,-0.0638,0.6021,3.98,17.35,15.56,2.37,2.38,1,53.66,1765317
"Twenty-First Century Fox, Inc.",FOX,2987890,7.75,1.20,6950000000.0,1.94,0.42,2.07,1.64,30.13,56010000000.0,0.1340893929286191,1.40,18.44,0.0006671114076051143,0.0043,0.1057,-0.0332,0.2672,3.87,15.60,14.62,1.98,2.54,0,27.37,3041348
"Twenty-First Century Fox, Inc.",FOXA,8059430,7.75,1.18,6950000000.0,1.91,0.40,2.09,1.64,30.54,56820000000.0,0.12191103789126845,1.20,18.71,0.0003294892915979286,0.0052,0.11689999999999999,-0.0331,0.3159,3.92,16.07,14.69,2.00,2.34,0,27.49,6664232
Federal Realty Investment Trust,FRT,409465,27.32,3.00,512830000.00000006,3.21,0.80,3.44,3.50,139.40,9190000000.0,0.16298850574712653,8.13,36.41,0.00045977011494247044,-0.0858,-0.11900000000000001,-0.2551,0.0012,4.78,39.70,37.05,11.74,5.21,1,144.65,523003
TechnipFMC plc Ordinary Share,FTI,5393100,43.01,3.50,1160000000.0,1.06,0.34,1.58,2.47,32.86,3710000000.0,0.1367521367521367,-2.57,12.76,-0.009813232035454256,-0.041299999999999996,-0.0298,-0.1284,0.3125,0.73,22.83,19.94,0.42,1.02,1,32.47,5913868
Fortive Corporation Common Stoc,FTV,1484180,7.77,0.48,1440000000.0,2.68,0.68,2.92,2.51,56.74,20070000000.0,0.004469657899260682,3.83,23.12,-0.001547189272821048,0.0225,0.08529999999999999,-0.0206,0.3493,7.49,21.65,19.87,3.23,0.80,1,53.46,1308068
General Dynamics Corporation Co,GD,1414460,36.43,1.76,4760000000.0,9.75,2.38,10.56,9.52,185.32,57350000000.0,0.06660363483559206,2.12,19.98,0.0007878978884336973,0.0271,0.13390000000000002,-0.0147,0.4901,5.23,19.52,18.02,1.83,1.64,1,167.86,843173
General Electric Company Common,GE,30426400,8.67,3.20,17140000000.0,1.63,0.31,1.91,0.89,30.03,258779999999.99997,0.1318791946308724,1.51,33.21,-0.001677852348993314,-0.0123,-0.023,-0.1012,0.0521,3.44,18.20,15.53,2.16,2.94,1,30.36,25940215
GGP Inc. Common Stock,GGP,4317490,9.50,3.68,1860000000.0,0.62,0.14,0.71,1.34,24.83,20250000000.0,0.2625106022052588,7.56,17.10,0.0021204410517388084,-0.07690000000000001,-0.1188,-0.28600000000000003,0.0026,2.48,36.97,32.28,8.02,5.66,1,26.01,8197974
"Gilead Sciences, Inc.",GILD,10775700,14.42,2.97,19220000000.0,8.26,2.13,7.58,9.94,70.17,89390000000.0,0.16355810616929678,-1.74,6.88,-0.007030129124820816,-0.0253,-0.0796,-0.3367,0.046,4.83,8.28,9.02,3.00,1.02,0,74.30,13597006
"General Mills, Inc. Common Stoc",GIS,2912250,7.20,3.19,3380000000.0,3.06,0.72,3.30,2.68,61.63,35170000000.0,0.03662393873813885,3.07,22.64,0.002996504078575102,-0.016200000000000003,-0.0371,-0.1689,0.0329,8.34,19.81,18.37,2.18,3.96,1,62.97,2272068
Corning Incorporated Common Sto,GLW,7084390,16.84,2.24,2560000000.0,1.68,0.41,1.81,3.23,26.95,25590000000.0,-0.029688631426502576,1.85,8.54,0.0014482259232440065,0.0232,0.1283,-0.0279,0.514,1.64,16.41,15.23,2.73,2.80,1,24.43,4568362
General Motors Company Common S,GM,14012800,29.22,4.08,19680000000.0,6.05,1.77,6.16,6.00,36.86,55170000000.0,0.06385833109739725,-1.31,6.14,0.0016098738932115442,-0.0009,0.07429999999999999,-0.0446,0.3471,1.28,6.09,5.98,0.34,2.51,1,34.28,12703571
Alphabet Inc.,GOOG,1434740,201.12,0,29860000000.0,33.32,8.08,38.83,27.88,819.73,579880000000.0,0.16205992554197546,1.29,30.09,0.0007541568406814747,0.0231,0.061799999999999994,-0.0039000000000000003,0.2644,4.15,25.17,21.60,6.40,1.42,0,789.84,1261517
Alphabet Inc.,GOOGL,1544220,201.12,0,29860000000.0,33.40,8.09,38.97,27.88,840.43,593130000000.0,0.15850944191931027,1.33,30.77,5.857270043585494e-05,0.0207,0.0567,-0.0106,0.2753,4.24,25.68,22.01,6.54,1.75,0,811.82,1347697
Genuine Parts Company Common St,GPC,632592,21.52,2.90,1220000000.0,4.79,1.31,5.17,4.59,97.07,13790000000.0,0.047342995169082025,2.59,20.25,0.0011808910359634162,-0.0425,-0.042300000000000004,-0.1229,0.0732,4.33,19.41,17.98,0.90,3.76,1,97.06,769596
"Gap, Inc. (The) Common Stock",GPS,5920500,7.28,3.80,1920000000.0,1.99,0.56,2.05,1.69,23.97,9630000000.0,0.04085843995047456,1.82,14.28,-0.004539826661163815,0.0069,-0.025099999999999997,-0.215,0.4194,3.33,12.13,11.77,0.62,5.70,1,24.75,4028909
Garmin Ltd.,GRMN,1393330,18.13,3.96,710250000.0,2.65,0.81,2.72,2.70,50.34,9830000000.0,-0.030582804385458795,19.53,19.30,-0.0001923446816696206,0.0352,0.049699999999999994,-0.0726,0.35700000000000004,2.87,19.66,19.16,3.25,13.85,0,49.64,923909
"Goldman Sachs Group, Inc. (The)",GS,3805080,182.46,1.03,0.00,19.07,4.04,21.63,16.29,242.86,103780000000.0,-0.002237851662404089,1.03,15.36,0.003916240409207017,0.0301,0.2005,-0.0195,0.8103,1.37,13.12,11.57,3.39,1.08,1,208.40,3061357
The Goodyear Tire & Rubber Comp,GT,2953580,17.91,0.96,2510000000.0,3.97,0.90,5.03,4.74,33.79,8890000000.0,0.04667609618104662,1.37,7.45,-0.007072135785007094,0.045,0.11470000000000001,-0.0355,0.45270000000000005,1.97,8.89,7.02,0.59,5.63,0,31.68,2067704
"W.W. Grainger, Inc. Common Stoc",GWW,614805,30.58,1.95,1460000000.0,11.88,3.05,13.18,9.87,251.94,14360000000.0,-0.02254647211673,2.82,24.72,-0.000599640215870445,-0.031400000000000004,0.0525,-0.0712,0.2084,8.18,20.54,18.51,1.45,8.72,1,231.85,581575
Harman International Industries,HAR,978463,36.87,1.26,860350000.0,7.35,1.80,7.56,5.06,111.18,7790000000.0,-0.05539619935460749,1.01,22.05,-0.00017927572606668551,0.0029,0.1298,-0.0031,0.7172,3.03,15.17,14.75,1.08,1.49,1,98.69,1367373
"Hasbro, Inc.",HAS,1783720,14.96,2.34,975380000.0,4.74,0.47,5.06,4.34,92.61,12100000000.0,-0.0008215239268843932,3.88,22.43,0.0030807147258165024,0.0512,0.15039999999999998,-0.0199,0.2786,6.51,20.54,19.24,2.41,2.25,0,84.63,1001137
Huntington Bancshares Incorpora,HBAN,10801200,8.51,2.25,0.00,0.96,0.23,1.11,0.70,13.86,15430000000.0,0.05430183356840623,1.44,20.30,0.004231311706629048,0.025099999999999997,0.1885,-0.036000000000000004,0.7663,1.67,14.80,12.80,4.63,2.11,0,11.96,9858805
Hanesbrands Inc. Common Stock,HBI,7339480,3.23,3.00,1010000000.0,1.96,0.56,2.13,1.41,21.22,7570000000.0,0.31998021760633044,1.03,14.22,0.0034619188921860555,-0.0579,-0.1527,-0.3429,0.0571,6.26,10.20,9.38,1.27,4.18,1,23.59,3212762
