.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
"Cisco Systems, Inc.",CSCO,22268700,12.725,3.440,14690000000.0,2.380,0.620,2.500,1.940,30.926,169430000000.0,0.036158861885002835,1.400,17.415,-0.0014819205690576043,0.09244,0.09664999999999999,-0.00545,0.31715,2.651,14.195,13.514,3.484,1.980,0,30.808,2643337
CSRA Inc.,CSRA,1307140,1.87,1.33,745570000.0,2.01,0.48,2.05,1.18,31.75,4900000000.0,0.1803818301514155,1.51,25.33,0.0,-0.0545,0.039599999999999996,-0.10490000000000001,0.3677,16.29,14.94,14.64,0.99,3.04,1,28.88,1035817
CSX Corporation,CSX,11933500,12.58,1.48,4690000000.0,2.01,0.53,2.27,1.81,43.72,45280000000.0,-0.0436753193242686,2.48,27.01,-0.00020601565718991743,0.11779999999999999,0.4143,-0.0053,1.0725,3.86,24.31,21.53,4.06,1.28,0,34.56,1498224
Cintas Corporation,CTAS,669898,19.29,0.89,983280000.0,4.62,1.15,4.91,4.80,115.82,12460000000.0,0.05556023944018218,2.50,24.73,0,0.0241,0.0461,-0.029500000000000002,0.4481,6.15,25.67,24.16,2.45,8.21,0,113.38,0
"CenturyLink, Inc. Common Stock",CTL,7829160,24.82,8.90,6490000000.0,2.16,0.56,2.09,1.16,25.15,13110000000.0,0.13962108731466238,10.91,20.93,-0.0016474464579901982,-0.0347,-0.0861,-0.2741,0.0621,0.98,11.24,11.62,0.75,10.64,1,26.57,5122976
Cognizant Technology Solutions,CTSH,6248840,17.67,0,2660000000.0,3.65,0.90,4.28,2.55,56.15,35180000000.0,0.11101549053356274,1.26,22.73,-0.001549053356282304,0.0322,0.0533,-0.0833,0.2755,3.29,15.88,13.54,2.61,1.34,0,55.03,3777629
"Citrix Systems, Inc.",CTXS,1739330,16.69,0,1030000000.0,4.65,1.10,5.08,3.41,86.22,12590000000.0,0.05954465849387036,1.45,23.61,-0.002376782586940185,-0.0663,-0.0678,-0.0033,0.508,4.79,17.31,15.85,3.66,3.98,0,86.35,2056915
CVS Health Corporation Common S,CVS,7676720,34.713,2.510,13050000000.0,5.850,1.320,6.350,4.909,79.797,84510000000.0,0.08344836240431674,1.310,16.226,-0.001003890074036895,-0.0018,-0.058890000000000005,-0.25327,0.14941000000000002,2.296,13.616,12.544,0.476,5.960,1,84.638,774378
"Dominion Resources, Inc.",D,2661400,23.29,4.09,5480000000.0,3.68,0.74,4.06,3.44,74.64,46260000000.0,0.04297139758709512,4.55,21.44,0,-0.011699999999999999,-0.0091,-0.0658,0.0916,3.17,20.05,18.17,3.94,8.37,1,74.44,0
"Delta Air Lines, Inc. Common St",DAL,7805750,16.88,1.58,8240000000.0,5.31,1.62,5.86,5.79,49.46,37290000000.0,-0.9921306315168208,-22.09,8.85,-0.0047216210899074795,0.035699999999999996,0.175,-0.028999999999999998,0.5715,3.01,9.80,8.74,0.93,1.85,1,43.60,5427990
E.I. du Pont de Nemours and Com,DD,2625580,11.31,1.96,5070000000.0,3.69,1.32,4.04,2.86,74.89,67000000000.0,0.07661653168787752,3.09,27.14,-0.0011569610489781113,0.0347,0.0915,-0.0111,0.34159999999999996,6.88,21.00,19.18,2.73,2.55,1,71.00,1716674
Deere & Company Common Stock,DE,3126540,21.55,2.18,3870000000.0,4.58,1.42,5.32,4.62,107.12,34550000000.0,-0.062120250294731116,1.31,23.63,-0.0002720594903419249,0.0183,0.166,-0.0276,0.4561,5.12,23.82,20.50,1.31,8.26,1,93.55,226435
Discover Financial Services,DFS,2502960,29.11,1.68,0.00,6.07,1.49,6.78,5.77,70.34,27740000000.0,0.1298701298701299,1.37,12.36,-0.005505364201016327,0.013600000000000001,0.1241,-0.0408,0.575,2.43,11.75,10.52,3.17,1.71,1,63.43,2082230
Dollar General Corporation,DG,2980100,19.41,1.29,2370000000.0,4.39,1.05,4.70,4.26,73.82,21460000000.0,0.029741212823483965,1.77,18.22,0,0.0521,0.0298,-0.19829999999999998,0.168,4.00,17.69,16.53,1.01,2.70,1,75.42,0
Quest Diagnostics Incorporated,DGX,1058370,33.78,1.88,1480000000.0,5.47,1.44,5.78,4.51,92.41,13100000000.0,-0.027387198321091266,2.12,21.21,-0.005246589716684125,0.035,0.1016,-0.0002,0.5446,2.82,17.48,16.55,1.74,4.26,1,86.82,978685
"D.R. Horton, Inc. Common Stock",DHI,4664620,18.70,1.31,1520000000.0,2.73,0.74,2.99,2.49,29.03,11390000000.0,0.13473545842918178,1.21,12.25,-0.0029576076240551696,0.050199999999999995,0.0242,-0.11779999999999999,0.2568,1.63,11.17,10.20,0.90,2.08,1,29.77,2349455
Danaher Corporation,DHR,2897040,33.23,0.59,3880000000.0,3.94,0.98,4.28,3.65,81.80,58180000000.0,0.07602617489589525,2.25,23.01,0,0.0275,0.0565,-0.18230000000000002,0.11019999999999999,2.53,21.33,19.64,3.45,2.09,1,79.55,0
Walt Disney Company (The) Commo,DIS,8346580,27.01,1.42,16780000000.000002,5.93,1.69,6.72,5.54,108.08,174030000000.0,0.05040195104326628,1.97,19.87,-0.004245325625508056,0.0183,0.11410000000000001,-0.0172,0.2186,4.10,18.56,16.38,3.17,2.16,1,98.79,6349161
"Discovery Communications, Inc.",DISCA,2708400,8.83,0,2440000000.0,2.20,0.68,2.47,1.96,27.89,16790000000.0,-0.014000700035001645,1.17,14.66,0.0003500175008750439,0.028399999999999998,0.0658,-0.036000000000000004,0.2122,3.24,13.04,11.61,2.57,7.79,0,26.91,1987534
"Discovery Communications, Inc.",DISCK,1354680,8.83,0,2440000000.0,2.20,0.68,2.46,1.96,27.24,16440000000.000002,0.012147195426938096,0.94,14.35,-0.0025008931761342224,0.0311,0.07440000000000001,-0.028399999999999998,0.2523,3.17,12.77,11.42,2.52,2.24,0,26.14,711974
Delphi Automotive plc Ordinary,DLPH,2160340,8.90,1.54,2980000000.0,6.53,1.69,7.16,4.59,71.97,20340000000.0,0.11473012496676405,0.95,16.44,-0.008109545333687795,0.048600000000000004,0.10039999999999999,-0.0326,0.30010000000000003,8.45,11.56,10.54,1.22,2.76,1,68.58,1479884
"Digital Realty Trust, Inc.",DLR,1381640,25.68,3.38,1180000000.0,1.58,0.40,1.96,2.20,105.03,16559999999.999998,0.05080473143300357,1.85,47.34,0.01871242970719411,-0.0084,0.0655,-0.08,0.3538,4.02,65.92,53.14,7.60,13.19,1,97.75,2336762
"Dollar Tree, Inc.",DLTR,2860950,21.39,0,2270000000.0,3.79,1.10,4.50,3.40,77.27,18890000000.0,0.1593589743589745,0.93,23.52,-0.0008974358974358498,0.0353,-0.0226,-0.19940000000000002,0.1027,3.65,21.11,17.78,0.90,2.77,0,81.85,2607109
Dover Corporation,DOV,1192230,24.45,2.20,1120000000.0,3.58,0.92,4.26,3.25,78.52,12430000000.0,0.03500875218804689,1.86,24.60,-0.00562640660165048,0.0181,0.0902,-0.028900000000000002,0.3747,3.27,22.33,18.77,1.83,1.86,1,73.33,1000737
Dow Chemical Company (The) Comm,DOW,6554070,21.46,3.00,8690000000.0,4.08,1.07,4.36,3.52,58.80,74330000000.0,0.10096075557726758,2.15,17.40,-0.0034196384953589787,0.0418,0.1104,-0.0076,0.332,2.86,15.01,14.05,1.55,2.09,1,55.17,4063317
"Dr Pepper Snapple Group, Inc Dr",DPS,1390300,11.65,2.47,1650000000.0,4.58,1.28,4.98,4.54,91.39,17210000000.0,0.032134496701425874,2.36,20.70,0,0.028399999999999998,0.0401,-0.048799999999999996,0.1595,8.06,20.52,18.87,2.67,5.78,1,90.35,0
"Darden Restaurants, Inc.",DRI,1566880,14.93,2.92,930200000.0,3.94,1.15,4.32,3.41,73.42,9530000000.0,0.012928759894459185,1.50,22.48,-0.0013192612137202797,0.0451,0.1267,-0.034,0.2896,5.08,19.47,17.76,1.35,8.27,1,68.10,1195862
DTE Energy Company Common Stock,DTE,990210,50.22,3.36,2240000000.0,5.32,1.06,5.69,4.83,98.22,17610000000.0,0.043110476966979006,3.67,20.31,0,-0.001,0.028900000000000002,-0.0232,0.2002,1.95,18.44,17.24,1.66,3.89,1,95.36,0
Duke Energy Corporation (Holdin,DUK,3186830,58.62,4.36,8730000000.0,4.61,1.03,4.81,3.11,77.56,54850000000.0,0.01609632446134346,6.61,25.16,-0.0025348542458808465,0.0103,0.0004,-0.107,0.0832,1.35,17.00,16.29,2.43,3.07,1,78.33,4104558
DaVita Inc. Common Stock,DVA,1604900,23.89,0,2490000000.0,3.58,0.92,3.96,4.29,64.40,13220000000.0,-0.010463378176382654,1.38,15.83,0.001494768310911665,0.0548,0.057699999999999994,-0.1376,0.2464,2.80,18.97,17.15,0.88,4.65,1,64.23,166057
Electronic Arts Inc.,EA,2895470,11.56,0,1240000000.0,3.83,0.20,4.18,4.12,81.92,26910000000.0,0.07433124644280031,1.41,21.19,-0.0010244735344335787,0.06570000000000001,0.07629999999999999,-0.0111,0.5025999999999999,7.60,22.79,20.89,5.85,3.48,0,81.11,1773693
eBay Inc.,EBAY,10394700,9.69,0,3010000000.0,2.01,0.47,2.22,6.35,31.55,36700000000.0,0.025044722719141488,2.30,5.31,-0.0008944543828265372,0.0702,0.1013,-0.011399999999999999,0.5139,3.46,16.80,15.21,4.06,1.45,0,30.66,7797442
Ecolab Inc.,ECL,914136,23.56,1.19,2870000000.0,4.40,0.89,4.90,3.60,120.15,36140000000.0,-0.004055807916937049,2.43,34.46,0.00032446463335489284,0.0316,0.0404,-0.0052,0.2568,5.23,28.17,25.30,2.72,3.98,1,119.14,1249148
"Consolidated Edison, Inc. Commo",ED,1615740,46.88,3.76,3690000000.0,4.12,0.72,4.29,4.12,73.73,22570000000.0,-0.008163265306122325,6.01,17.96,0.0,0.0036,0.0007000000000000001,-0.0964,0.08109999999999999,1.57,17.96,17.25,1.86,6.57,1,73.94,296655
"Equifax, Inc.",EFX,853347,22.21,1.20,1090000000.0,6.04,1.58,6.68,4.04,121.55,15600000000.0,0.0813514969599014,1.96,32.21,-0.0023089355806973355,0.0706,0.0395,-0.0499,0.3041,5.85,21.55,19.48,4.95,4.43,1,125.20,581463
Edison International,EIX,1671130,36.26,2.84,3690000000.0,3.92,0.87,4.11,2.70,72.85,24870000000.0,0.02757619738751793,12.72,28.31,0.00039583058450975983,0.0479,0.0579,-0.0302,0.215,2.09,19.47,18.57,2.18,4.11,1,72.16,1985051
"Estee Lauder Companies, Inc. (T",EL,2143220,10.36,1.60,2200000000.0,3.33,0.54,3.71,2.89,80.70,31140000000.0,0.07361594812057182,2.78,29.37,0.004923742043953627,0.0533,0.012199999999999999,-0.128,0.12890000000000001,8.04,25.53,22.91,2.68,3.06,1,83.97,6467665
Eastman Chemical Company,EMN,1316030,30.26,2.54,2029999999.9999998,7.29,1.91,7.96,5.84,78.09,11760000000.0,0.06401985111662545,1.69,13.74,0.0003722084367245859,0.0277,0.11960000000000001,-0.0102,0.3042,2.66,11.01,10.08,1.31,1.78,1,71.68,878758
Emerson Electric Company Common,EMR,3646030,12.00,3.10,3110000000.0,2.53,0.67,2.80,2.46,58.42,39920000000.0,-0.05818759936406992,2.93,25.11,-0.0060413354531000385,0.0594,0.1332,-0.0254,0.3507,5.24,24.46,22.10,2.82,2.65,1,54.61,5091075
"Equinix, Inc.",EQIX,521953,61.15,1.94,1500000000.0,4.70,1.09,6.93,1.79,378.43,26720000000.0,0.1147435553888203,4.24,208.51,0.0017953802454580003,-0.011000000000000001,0.0354,-0.0429,0.3144,6.10,79.63,54.01,7.38,4.93,0,361.48,606218
Equity Residential Common Share,EQR,2321470,27.86,3.27,1560000000.0,1.30,0.31,1.36,11.68,62.61,22530000000.0,0.043632837750484654,-21.35,5.27,0.0021008403361344463,-0.0165,-0.0235,-0.1843,0.056600000000000004,2.22,47.37,45.28,9.33,3.55,1,63.06,1365607
Eversource Energy (D/B/A),ES,1386630,33.53,3.38,2510000000.0,2.97,0.86,3.15,2.81,55.32,17790000000.0,0.03144430627109607,3.28,19.98,0.0001776514478593061,0.0151,0.030600000000000002,-0.071,0.1106,1.68,18.91,17.83,2.36,2.89,1,54.48,1529722
Express Scripts Holding Company,ESRX,4110180,26.81,0.00,7100000000.0,6.93,1.71,7.62,5.39,69.86,42380000000.0,0.16524628051422785,0.78,12.98,-0.0039000433338149953,0.0015,-0.024900000000000002,-0.12560000000000002,0.0855,2.58,10.10,9.18,0.42,5.16,0,71.75,2716030
"Essex Property Trust, Inc.",ESS,392761,94.50,2.81,896250000.0,4.21,1.01,4.42,6.27,227.46,14950000000.0,0.04989468141126907,8.40,36.38,0.0007898894154818592,0.0028000000000000004,0.026600000000000002,-0.039599999999999996,0.1404,2.41,54.18,51.61,11.23,5.40,1,222.20,375533
E*TRADE Financial Corporation,ETFC,3052690,21.41,0.00,0.00,1.94,0.49,2.35,1.98,36.38,10210000000.0,0.15200430454667746,1.03,18.77,-0.0061877858488028625,0.0219,0.1869,-0.0373,0.7272,1.74,19.16,15.82,4.88,1.06,0,31.32,1381266
"Eaton Corporation, PLC Ordinary",ETN,2475730,33.07,3.18,3190000000.0,4.43,1.13,4.89,4.21,68.99,32270000000.000004,0.007105043187517479,1.71,17.01,-0.0033435497353022647,0.0382,0.081,-0.0051,0.3386,2.17,16.17,14.65,1.64,2.96,1,66.26,2356679
Envision Healthcare Corporation,EVHC,1644890,41.91,0,736150000.0,1.40,0.33,1.62,3.24,67.88,3850000000.0,-0.40947155645394173,1.08,22.10,-0.00043315044758884813,0.0546,0.8245,-0.14029999999999998,0.249,1.65,51.14,44.19,1.24,6.18,1,39.24,1498900
Edwards Lifesciences Corporatio,EW,2323580,12.26,0,887770000.0,3.40,0.86,3.85,2.61,94.29,19180000000.0,0.2822195040587123,1.63,34.38,-0.0006671855887913081,-0.0482,-0.1231,-0.26289999999999997,0.1063,7.34,26.39,23.31,6.48,1.45,1,102.34,2438416
Exelon Corporation Common Stock,EXC,6296660,27.96,3.68,9130000000.0,2.67,0.63,2.87,1.22,35.46,32970000000.0,0.09119141727837365,9.32,29.16,0.0011293054771315258,0.0034000000000000002,0.039599999999999996,-0.0562,0.1932,1.27,13.33,12.40,1.05,2.80,1,34.22,4962991
Expeditors International of Was,EXPD,1297510,10.26,1.42,722390000.0,2.35,0.55,2.48,2.36,53.54,10120000000.0,-0.0987610619469026,6.58,23.75,-0.0017699115044248481,0.0475,0.07490000000000001,-0.0118,0.2859,5.51,23.86,22.61,1.68,9.68,0,52.17,316844
"Expedia, Inc.",EXPE,1969170,27.54,0.87,1070000000.0000001,5.41,0.96,6.93,1.82,119.38,17890000000.0,0.18105686290930412,0.92,65.61,0,0.0002,0.0075,-0.1059,0.2364,4.34,22.07,17.23,2.04,6.22,0,118.52,0
Extra Space Storage Inc Common,EXR,928058,17.48,4.04,558240000.0,2.54,0.51,2.48,2.32,74.59,9720000000.0,0.06678242286630165,5.46,33.35,0.001869907840256424,0.035699999999999996,0.009399999999999999,-0.1852,0.13449999999999998,4.28,30.41,31.15,9.71,7.02,1,76.53,1486766
Ford Motor Company,F,35217000,7.34,4.77,13300000000.0,1.64,0.45,1.72,1.15,12.53,50000000000.0,0.05901116427432229,2.62,10.94,-0.0031897926634768536,0.0037,0.0245,-0.1153,0.1364,1.71,7.67,7.31,0.33,1.55,1,12.28,26407456
Fastenal Company,FAST,2520440,6.68,2.52,899360000.0,1.84,0.49,2.02,1.73,49.27,14670000000.0,-0.004149377593360981,2.35,29.33,-0.003359019956530318,0.029300000000000003,0.1355,-0.0165,0.34509999999999996,7.57,27.56,25.10,3.69,6.17,0,44.66,1683163
"Facebook, Inc.",FB,21739400,20.51,0,14840000000.0,5.42,1.30,6.69,3.49,126.71,385900000000.0,0.19613569984273194,1.05,38.23,-0.00022466861379466518,0.0538,0.0673,-0.014499999999999999,0.30829999999999996,6.51,24.64,19.96,13.96,1.01,0,125.11,12276490
"Fortune Brands Home & Security,",FBHS,1203370,15.06,1.26,776100000.0,3.03,0.88,3.44,2.62,55.51,8950000000.0,0.13087719298245593,1.96,21.82,-0.002456140350877156,0.027999999999999997,-0.0024,-0.1149,0.1602,3.78,18.83,16.59,1.79,3.13,1,57.20,864426
FedEx Corporation,FDX,1615120,54.52,0.83,7860000000.0,11.97,3.66,13.47,6.80,189.37,51620000000.0,0.08657874321179215,1.53,28.46,-0.0028445823635893097,0.0229,0.0787,-0.039,0.5125,3.55,16.18,14.38,0.93,2.27,1,179.56,808101
"F5 Networks, Inc.",FFIV,680829,18.44,0,610230000.0,8.29,2.09,9.19,5.54,140.84,9290000000.0,0.0034906450712091086,1.52,25.87,-0.002583077352694807,0.0178,0.08,-0.0336,0.5734,7.77,17.29,15.60,4.59,5.73,0,132.74,512244
Fidelity National Information S,FIS,1859610,29.79,1.41,2470000000.0,4.24,0.99,4.80,1.72,79.19,26830000000.0,0.09189518586227918,1.46,47.62,0,0.0361,0.0562,0.0,0.41960000000000003,2.75,19.35,17.09,2.90,2.35,1,77.68,0
"Fiserv, Inc.",FISV,995800,11.56,0,1860000000.0,5.11,1.25,5.72,4.15,108.64,24610000000.0,-0.00026790498303264076,1.75,26.97,-0.013395249151634259,0.0302,0.0758,-0.0009,0.2059,9.69,21.90,19.57,4.47,3.29,0,104.03,198546
Fifth Third Bancorp,FITB,6970290,19.82,2.03,0.00,1.78,0.43,2.00,1.93,26.70,20670000000.0,-0.0025417574437182067,15.51,14.27,-0.005809731299927345,0.0316,0.19440000000000002,-0.012,0.8915000000000001,1.39,15.47,13.77,3.62,2.74,0,23.06,3990251
"Foot Locker, Inc.",FL,1741830,19.89,1.75,1140000000.0,4.78,1.53,5.27,4.63,69.94,9400000000.0,0.13617021276595742,1.60,15.33,-0.0008510638297872797,0.0152,0.0322,-0.1061,0.39490000000000003,3.54,14.85,13.47,1.22,5.63,1,68.78,1358174
"FLIR Systems, Inc.",FLIR,738786,12.32,1.64,354660000.0,1.82,0.41,2.05,1.20,35.71,4990000000.0,0.06126373626373627,1.26,30.52,0.0013736263736265908,0.0256,0.0975,-0.0161,0.2958,2.95,20.12,17.86,2.98,1.23,0,33.37,1137429
Fluor Corporation Common Stock,FLR,1328110,22.43,1.49,822590000.0,2.93,0.72,3.21,2.00,54.77,7860000000.0,0.022328548644338087,2.03,28.22,0,0.0302,0.0767,-0.0332,0.3306,2.52,19.26,17.58,0.41,3.45,1,52.41,0
Flowserve Corporation Common St,FLS,1248630,12.70,1.57,477920000.0,2.01,0.49,2.32,1.11,49.60,6310000000.0,-0.03975595355245032,1.54,43.58,-0.045463491438693215,-0.024900000000000002,0.0187,-0.0787,0.2361,4.00,24.06,20.85,1.66,9.40,1,47.48,5094007
FMC Corporation,FMC,986274,14.88,1.13,689300000.0,3.39,0.84,3.77,1.56,59.12,7800000000.0,0.07746844198512881,1.58,37.35,0.0029396507003285333,-0.015,0.1067,-0.07339999999999999,0.632,3.89,17.18,15.45,2.36,3.67,1,52.62,2525877
"Twenty-First Century Fox, Inc.",FOX,3294650,7.75,1.20,6950000000.0,1.94,0.42,2.07,1.64,29.69,55380000000.0,0.13031914893617036,1.42,18.23,-0.0009973404255317897,0.0076,0.1073,-0.0441,0.2529,3.88,15.42,14.45,1.98,2.65,0,27.02,2438244
"Twenty-First Century Fox, Inc.",FOXA,9020580,7.75,1.19,6950000000.0,1.91,0.40,2.09,1.64,30.20,56170000000.0,0.12454695222405276,1.20,18.49,0,0.0049,0.1225,-0.0441,0.3009,3.92,15.89,14.52,2.00,2.52,0,27.04,0
Federal Realty Investment Trust,FRT,391519,27.32,2.79,512830000.00000006,3.36,0.80,3.47,3.50,141.11,10130000000.0,0.07962462675956217,8.37,40.15,-0.0010664012512441312,-0.004,-0.0441,-0.17850000000000002,0.0458,5.15,41.83,40.50,12.65,4.47,1,147.03,36226
"First Solar, Inc.",FSLR,2262940,57.22,0,720610000.0,4.70,0.10,0.41,4.89,33.25,3670000000.0,-0.01320321469575203,-0.20,7.21,0.01578645235361642,0.0617,-0.0113,-0.5247999999999999,0.2343,0.61,7.51,86.10,1.06,9.02,0,35.70,186680
TechnipFMC plc Ordinary Share,FTI,5355930,42.82,3.48,1300000000.0,1.06,0.21,1.07,4.59,34.12,3830000000.0,0.1186915887850466,-2.92,7.00,0,-0.0592,0.0073,-0.1118,0.0487,0.75,30.28,30.00,0.37,2.56,1,31.87,0
Fortive Corporation,FTV,1601140,7.77,0.49,1420000000.0,2.68,0.68,2.92,2.51,55.24,19950000000.0,0.01812162397630246,3.79,22.98,0.00034849276877491064,0.0444,0.09230000000000001,-0.009399999999999999,0.34159999999999996,7.39,21.53,19.76,3.19,0.65,1,52.82,902052
General Dynamics Corporation Co,GD,1516860,36.43,1.61,4760000000.0,9.75,2.38,10.56,9.52,180.16,57030000000.0,0.06934306569343063,2.10,19.87,-0.00021157304559393797,0.0506,0.154,-0.0009,0.4818,5.19,19.41,17.92,1.82,1.30,1,164.01,38088
General Electric Company,GE,30055600,8.62,3.16,16800000000.0,1.63,0.31,1.91,0.90,30.53,267100000000.00003,0.1165845648604269,1.54,33.90,-0.0013136288998357726,-0.0053,-0.0034999999999999996,-0.0797,0.07730000000000001,3.53,18.63,15.90,2.17,2.56,1,30.48,21895890
GGP Inc. Common Stock,GGP,4052430,9.485,3.520,1820000000.0,0.610,0.140,0.700,1.340,25.073,22340000000.0,0.1926458832933653,8.040,18.840,0.00039968025579550925,0.00685,-0.050039999999999994,-0.21355000000000002,0.06205,2.638,41.385,36.064,8.588,4.720,1,26.575,356395
"Gilead Sciences, Inc.",GILD,10686700,14.78,2.98,19220000000.0,8.57,2.13,7.94,9.94,71.69,91500000000.0,0.16029014364955185,-1.69,7.03,-0.0018489546294978565,-0.025699999999999997,-0.0722,-0.3225,0.0684,4.76,8.15,8.80,3.03,1.27,0,75.29,11192334
"General Mills, Inc. Common Stoc",GIS,2652550,7.20,3.24,3380000000.0,3.07,0.74,3.34,2.68,62.00,34350000000.0,0.018687032824179273,2.82,22.12,-0.04306142346441333,-0.0447,-0.0791,-0.1881,0.0513,8.54,19.29,17.73,2.24,3.97,1,64.32,11680881
Corning Incorporated,GLW,7215300,16.84,2.24,2560000000.0,1.67,0.41,1.79,3.23,25.77,25660000000.0,-0.039421338155515406,1.86,8.56,0,0.073,0.15460000000000002,-0.008199999999999999,0.563,1.64,16.56,15.45,2.73,2.56,1,23.95,0
General Motors Company Common S,GM,14544800,29.22,4.08,19680000000.0,6.05,1.77,6.09,6.00,36.58,56380000000.0,0.05803331542181622,-1.30,6.27,0.010209564750134348,0.028999999999999998,0.1177,-0.0192,0.37670000000000003,1.27,6.22,6.18,0.34,2.62,1,33.67,975761
Alphabet Inc.,GOOG,1535930,201.12,0,29860000000.0,33.28,8.07,38.81,27.88,808.13,572540000000.0,0.15875558144049706,1.28,29.70,-0.0013832265579498682,0.024700000000000003,0.055,-0.0165,0.2484,4.10,24.88,21.34,6.31,1.21,0,784.92,1613720
Alphabet Inc.,GOOGL,1665140,201.12,0,29860000000.0,33.45,8.09,39.07,27.88,829.46,585320000000.0,0.17653205409834127,1.32,30.37,-0.0010211714974411867,0.0206,0.048499999999999995,-0.0236,0.2585,4.19,25.31,21.67,6.45,1.66,0,807.38,1464556
Genuine Parts Company,GPC,600490,22.34,2.61,1240000000.0,4.58,1.11,4.91,4.63,97.80,14970000000.0,-0.009069837750680265,2.53,21.75,-0.0018139675501360752,0.029300000000000003,0.0304,-0.05,0.1623,4.44,21.98,20.50,0.97,3.90,1,97.70,902326
"Gap, Inc. (The) Common Stock",GPS,6506720,6.83,3.76,1980000000.0,2.02,0.34,2.07,1.68,23.62,9870000000.0,0.04290968532897432,2.64,14.73,0.012668573763792601,0.0479,-0.0024,-0.1949,0.4559,3.58,12.25,11.96,0.63,0.01,1,24.81,407529
Garmin Ltd.,GRMN,1178880,17.84,4.01,692370000.0,2.69,0.48,2.68,2.68,49.05,9570000000.0,-0.06967615309126607,2.83,18.97,-0.005103042198233654,0.0359,0.0173,-0.09570000000000001,0.3232,2.86,18.89,18.96,3.27,14.63,0,49.95,1309677
"Goldman Sachs Group, Inc. (The)",GS,4127160,181.249,1.040,0.00,19.190,4.100,21.770,16.288,239.895,104500000000.0,-0.010304337407141095,1.030,15.468,0.0024762361210959316,0.05019,0.25876,-0.0028299999999999996,0.82297,1.381,13.128,11.573,3.393,0.950,1,200.145,683464
The Goodyear Tire & Rubber Comp,GT,3020990,17.91,0.94,2530000000.0,3.91,0.90,4.91,4.74,32.22,9080000000.0,0.01244469026548689,1.43,7.61,-0.007190265486725633,0.11939999999999999,0.1635,-0.0096,0.484,2.02,9.23,7.35,0.60,7.12,0,31.00,3857059
"W.W. Grainger, Inc. Common Stoc",GWW,653966,32.41,1.91,1370000000.0,11.88,3.05,13.18,9.87,246.43,14990000000.0,-0.04804675243175405,2.88,25.83,0,0.0346,0.1116,-0.029500000000000002,0.2626,7.87,21.46,19.34,1.48,8.23,1,229.36,109
Harman International Industries,HAR,1087930,36.87,1.26,860350000.0,7.35,1.80,7.56,5.06,110.94,7770000000.0,-0.04414016755247285,1.00,21.99,0.0008107377713717501,0.0022,0.1565,-0.002,0.7123,3.01,15.13,14.71,1.08,1.32,1,96.14,365598
"Hasbro, Inc.",HAS,1733650,14.91,2.31,975380000.0,4.71,0.48,5.02,4.34,87.13,12310000000.0,-0.02191724702990583,3.91,22.70,-0.0014338385907415319,0.1305,0.1855,-0.0026,0.3834,6.55,20.91,19.62,2.43,4.09,0,83.08,1562528
Huntington Bancshares Incorpora,HBAN,12742800,8.4830,2.2600,0.00,0.9600,0.2300,1.1000,0.6700,13.5097,15400000000.0,0.05237084217975929,1.4400,21.1706,0.0056617126680820196,0.049935,0.23350300000000002,-0.010858000000000001,0.76312,1.6657,14.7753,12.8948,4.6093,1.9700,0,11.4992,2096340
Hanesbrands Inc. Common Stock,HBI,7759470,3.23,2.85,1010000000.0,1.97,0.56,2.14,1.41,21.84,7990000000.0,0.3101807802093244,1.04,15.01,0.0,-0.0335,-0.1264,-0.306,0.11630000000000001,6.50,10.72,9.86,1.32,5.04,1,24.16,344031
Welltower Inc.,HCN,2021980,38.03,5.28,2089999999.9999998,2.26,0.46,1.97,2.27,66.48,23900000000.0,0.05009079903147695,10.08,29.08,0.0051452784503631666,-0.0085,-0.05,-0.17800000000000002,0.1393,1.74,29.17,33.46,5.80,7.86,1,69.39,2199334
"HCP, Inc.",HCP,4298220,11.85,4.76,1280000000.0,0.82,0.21,0.84,1.34,30.43,14550000000.0,0.004519044544867734,15.16,23.20,-0.00032278889606207617,0.021,-0.0287,-0.23149999999999998,0.1253,2.61,37.89,36.99,6.81,3.85,1,31.99,2224252
"Home Depot, Inc. (The)",HD,4259660,4.61,1.93,14930000000.0,6.35,1.61,7.17,6.16,137.26,174200000000.0,0.05298855447223394,1.64,23.21,-0.0012717253073334378,0.0418,0.08349999999999999,-0.0008,0.20420000000000002,30.72,22.52,19.94,1.85,2.03,1,131.98,5200097
Hartford Financial Services Gro,HIG,2521020,45.21,1.90,1540000000.0,4.12,0.94,4.51,2.27,48.21,18080000000.0,0.08374485596707815,1.25,21.30,-0.0030864197530864335,0.0031,0.0758,-0.026600000000000002,0.2425,1.08,11.74,10.72,0.99,1.80,1,44.95,3492766
